,batch,cluster_number,size
3126,1115,4,49
3127,1115,5,559
3128,1116,0,286
3129,1116,1,714
3130,1117,0,216
3131,1117,1,724
3132,1117,2,60
3133,1118,0,249
3134,1118,1,166
3135,1118,2,585
3136,1119,0,182
3137,1119,1,284
3138,1119,2,130
3139,1119,3,404
3140,1120,0,694
3141,1120,1,306
3142,1121,0,711
3143,1121,1,289
3144,1122,0,231
3145,1122,1,769
3146,1123,0,617
3147,1123,1,383
3148,1124,0,174
3149,1124,1,203
3150,1124,2,428
3151,1124,3,195
3152,1125,0,193
3153,1125,1,807
3154,1126,0,159
3155,1126,1,543
3156,1126,2,186
3157,1126,3,112
3158,1127,0,254
3159,1127,1,301
3160,1127,2,445
3161,1128,0,555
3162,1128,1,184
3163,1128,2,223
3164,1128,3,38
3165,1129,0,617
3166,1129,1,383
3167,1130,0,158
3168,1130,1,842
3169,1131,0,356
3170,1131,1,489
3171,1131,2,155
3172,1132,0,243
3173,1132,1,122
3174,1132,2,492
3175,1132,3,143
3176,1133,0,185
3177,1133,1,728
3178,1133,2,87
3179,1134,0,15
3180,1134,1,505
3181,1134,2,241
3182,1134,3,239
3183,1135,0,579
3184,1135,1,421
3185,1136,0,751
3186,1136,1,249
3187,1137,0,112
3188,1137,1,46
3189,1137,2,21
3190,1137,3,697
3191,1137,4,39
3192,1137,5,54
3193,1137,6,31
3194,1138,0,43
3195,1138,1,283
3196,1138,2,37
3197,1138,3,101
3198,1138,4,48
3199,1138,5,488
3200,1139,0,126
3201,1139,1,388
3202,1139,2,486
3203,1140,0,455
3204,1140,1,545
3205,1141,0,100
3206,1141,1,130
3207,1141,2,549
3208,1141,3,221
3209,1142,0,241
3210,1142,1,759
3211,1143,0,259
3212,1143,1,741
3213,1144,0,62
3214,1144,1,938
3215,1145,0,287
3216,1145,1,656
3217,1145,2,57
3218,1146,0,762
3219,1146,1,139
3220,1146,2,99
3221,1147,0,258
3222,1147,1,742
3223,1148,0,384
3224,1148,1,75
3225,1148,2,85
3226,1148,3,456
3227,1149,0,344
3228,1149,1,103
3229,1149,2,162
3230,1149,3,96
3231,1149,4,295
3232,1150,0,63
3233,1150,1,117
3234,1150,2,67
3235,1150,3,104
3236,1150,4,649
3237,1151,0,37
3238,1151,1,851
3239,1151,2,112
3240,1152,0,117
3241,1152,1,391
3242,1152,2,41
3243,1152,3,12
3244,1152,4,439
3245,1153,0,874
3246,1153,1,126
3247,1154,0,374
3248,1154,1,493
3249,1154,2,133
3250,1155,0,450
3251,1155,1,404
3252,1155,2,146
3253,1156,0,819
3254,1156,1,181
3255,1157,0,43
3256,1157,1,150
3257,1157,2,291
3258,1157,3,42
3259,1157,4,81
3260,1157,5,99
3261,1157,6,294
3262,1158,0,168
3263,1158,1,832
3264,1159,0,716
3265,1159,1,168
3266,1159,2,88
3267,1159,3,28
3268,1160,0,52
3269,1160,1,772
3270,1160,2,176
3271,1161,0,187
3272,1161,1,813
3273,1162,0,157
3274,1162,1,642
3275,1162,2,201
3276,1163,0,327
3277,1163,1,190
3278,1163,2,483
3279,1164,0,810
3280,1164,1,190
3281,1165,0,188
3282,1165,1,812
3283,1166,0,207
3284,1166,1,793
3285,1167,0,785
3286,1167,1,215
3287,1168,0,272
3288,1168,1,216
3289,1168,2,194
3290,1168,3,318
3291,1169,0,45
3292,1169,1,215
3293,1169,2,740
3294,1170,0,796
3295,1170,1,204
3296,1171,0,558
3297,1171,1,178
3298,1171,2,58
3299,1171,3,206
3300,1172,0,224
3301,1172,1,582
3302,1172,2,194
3303,1173,0,704
3304,1173,1,189
3305,1173,2,90
3306,1173,3,17
3307,1174,0,175
3308,1174,1,620
3309,1174,2,205
3310,1175,0,48
3311,1175,1,192
3312,1175,2,344
3313,1175,3,416
3314,1176,0,78
3315,1176,1,234
3316,1176,2,473
3317,1176,3,191
3318,1176,4,4
3319,1176,5,20
3320,1177,0,17
3321,1177,1,118
3322,1177,2,597
3323,1177,3,203
3324,1177,4,65
3325,1178,0,718
3326,1178,1,98
3327,1178,2,184
3328,1179,0,391
3329,1179,1,178
3330,1179,2,431
3331,1180,0,746
3332,1180,1,254
3333,1181,0,28
3334,1181,1,177
3335,1181,2,201
3336,1181,3,594
3337,1182,0,725
3338,1182,1,275
3339,1183,0,119
3340,1183,1,697
3341,1183,2,184
3342,1184,0,489
3343,1184,1,144
3344,1184,2,75
3345,1184,3,292
3346,1185,0,167
3347,1185,1,833
3348,1186,0,723
3349,1186,1,277
3350,1187,0,249
3351,1187,1,204
3352,1187,2,547
3353,1188,0,55
3354,1188,1,670
3355,1188,2,145
3356,1188,3,130
3357,1189,0,734
3358,1189,1,219
3359,1189,2,47
3360,1190,0,115
3361,1190,1,467
3362,1190,2,292
3363,1190,3,126
3364,1191,0,119
3365,1191,1,169
3366,1191,2,712
3367,1192,0,117
3368,1192,1,146
3369,1192,2,659
3370,1192,3,78
3371,1193,0,178
3372,1193,1,125
3373,1193,2,630
3374,1193,3,67
3375,1194,0,145
3376,1194,1,855
3377,1195,0,88
3378,1195,1,39
3379,1195,2,110
3380,1195,3,715
3381,1195,4,48
3382,1196,0,40
3383,1196,1,245
3384,1196,2,494
3385,1196,3,221
3386,1197,0,124
3387,1197,1,98
3388,1197,2,603
3389,1197,3,175
3390,1198,0,235
3391,1198,1,635
3392,1198,2,130
3393,1199,0,185
3394,1199,1,759
3395,1199,2,56
3396,1200,0,178
3397,1200,1,105
3398,1200,2,61
3399,1200,3,91
3400,1200,4,66
3401,1200,5,97
3402,1200,6,402
3403,1201,0,74
3404,1201,1,268
3405,1201,2,658
3406,1202,0,132
3407,1202,1,461
3408,1202,2,334
3409,1202,3,73
3410,1203,0,148
3411,1203,1,57
3412,1203,2,91
3413,1203,3,306
3414,1203,4,398
3415,1204,0,117
3416,1204,1,23
3417,1204,2,261
3418,1204,3,68
3419,1204,4,211
3420,1204,5,17
3421,1204,6,303
3422,1205,0,95
3423,1205,1,659
3424,1205,2,108
3425,1205,3,138
3426,1206,0,338
3427,1206,1,102
3428,1206,2,437
3429,1206,3,123
3430,1207,0,691
3431,1207,1,309
3432,1208,0,739
3433,1208,1,143
3434,1208,2,118
3435,1209,0,161
3436,1209,1,839
3437,1210,0,55
3438,1210,1,52
3439,1210,2,111
3440,1210,3,620
3441,1210,4,162
3442,1211,0,287
3443,1211,1,125
3444,1211,2,477
3445,1211,3,111
3446,1212,0,39
3447,1212,1,143
3448,1212,2,126
3449,1212,3,123
3450,1212,4,569
3451,1213,0,142
3452,1213,1,858
3453,1214,0,126
3454,1214,1,81
3455,1214,2,44
3456,1214,3,626
3457,1214,4,123
3458,1215,0,442
3459,1215,1,273
3460,1215,2,163
3461,1215,3,122
3462,1216,0,495
3463,1216,1,282
3464,1216,2,223
3465,1217,0,41
3466,1217,1,510
3467,1217,2,272
3468,1217,3,137
3469,1217,4,40
3470,1218,0,135
3471,1218,1,865
3472,1219,0,363
3473,1219,1,502
3474,1219,2,135
3475,1220,0,214
3476,1220,1,786
3477,1221,0,790
3478,1221,1,210
3479,1222,0,877
3480,1222,1,123
3481,1223,0,128
3482,1223,1,714
3483,1223,2,62
3484,1223,3,96
3485,1224,0,655
3486,1224,1,90
3487,1224,2,123
3488,1224,3,23
3489,1224,4,109
3490,1225,0,654
3491,1225,1,117
3492,1225,2,104
3493,1225,3,125
3494,1226,0,52
3495,1226,1,124
3496,1226,2,520
3497,1226,3,304
3498,1227,0,888
3499,1227,1,112
3500,1228,0,421
3501,1228,1,442
3502,1228,2,137
3503,1229,0,67
3504,1229,1,211
3505,1229,2,722
3506,1230,0,528
3507,1230,1,350
3508,1230,2,122
3509,1231,0,456
3510,1231,1,440
3511,1231,2,104
3512,1232,0,97
3513,1232,1,98
3514,1232,2,805
3515,1233,0,114
3516,1233,1,31
3517,1233,2,810
3518,1233,3,45
3519,1234,0,141
3520,1234,1,859
3521,1235,0,91
3522,1235,1,71
3523,1235,2,838
3524,1236,0,913
3525,1236,1,87
3526,1237,0,379
3527,1237,1,478
3528,1237,2,143
3529,1238,0,81
3530,1238,1,387
3531,1238,2,100
3532,1238,3,432
3533,1239,0,289
3534,1239,1,61
3535,1239,2,48
3536,1239,3,347
3537,1239,4,13
3538,1239,5,37
3539,1239,6,89
3540,1239,7,116
3541,1240,0,887
3542,1240,1,113
3543,1241,0,72
3544,1241,1,74
3545,1241,2,197
3546,1241,3,657
3547,1242,0,63
3548,1242,1,732
3549,1242,2,132
3550,1242,3,73
3551,1243,0,69
3552,1243,1,931
3553,1244,0,360
3554,1244,1,299
3555,1244,2,341
3556,1245,0,407
3557,1245,1,69
3558,1245,2,430
3559,1245,3,94
3560,1246,0,290
3561,1246,1,710
3562,1247,0,122
3563,1247,1,808
3564,1247,2,70
3565,1248,0,940
3566,1248,1,60
3567,1249,0,66
3568,1249,1,115
3569,1249,2,44
3570,1249,3,689
3571,1249,4,86
3572,1250,0,53
3573,1250,1,86
3574,1250,2,457
3575,1250,3,404
3576,1251,0,766
3577,1251,1,118
3578,1251,2,75
3579,1251,3,41
3580,1252,0,91
3581,1252,1,909
3582,1253,0,889
3583,1253,1,111
3584,1254,0,33
3585,1254,1,71
3586,1254,2,129
3587,1254,3,89
3588,1254,4,292
3589,1254,5,386
3590,1255,0,191
3591,1255,1,215
3592,1255,2,78
3593,1255,3,432
3594,1255,4,84
3595,1256,0,735
3596,1256,1,160
3597,1256,2,105
3598,1257,0,223
3599,1257,1,71
3600,1257,2,125
3601,1257,3,581
3602,1258,0,372
3603,1258,1,591
3604,1258,2,37
3605,1259,0,17
3606,1259,1,254
3607,1259,2,147
3608,1259,3,78
3609,1259,4,40
3610,1259,5,464
3611,1260,0,46
3612,1260,1,659
3613,1260,2,295
3614,1261,0,170
3615,1261,1,830
3616,1262,0,224
3617,1262,1,776
3618,1263,0,54
3619,1263,1,946
3620,1264,0,280
3621,1264,1,74
3622,1264,2,48
3623,1264,3,374
3624,1264,4,54
3625,1264,5,39
3626,1264,6,86
3627,1264,7,45
3628,1265,0,765
3629,1265,1,38
3630,1265,2,54
3631,1265,3,45
3632,1265,4,98
3633,1266,0,670
3634,1266,1,93
3635,1266,2,90
3636,1266,3,147
3637,1267,0,103
3638,1267,1,63
3639,1267,2,834
3640,1268,0,101
3641,1268,1,422
3642,1268,2,93
3643,1268,3,28
3644,1268,4,291
3645,1268,5,65
3646,1269,0,225
3647,1269,1,69
3648,1269,2,706
3649,1270,0,101
3650,1270,1,779
3651,1270,2,49
3652,1270,3,71
3653,1271,0,16
3654,1271,1,31
3655,1271,2,68
3656,1271,3,59
3657,1271,4,628
3658,1271,5,102
3659,1271,6,96
3660,1272,0,492
3661,1272,1,74
3662,1272,2,99
3663,1272,3,194
3664,1272,4,141
3665,1273,0,106
3666,1273,1,57
3667,1273,2,119
3668,1273,3,73
3669,1273,4,645
3670,1274,0,243
3671,1274,1,124
3672,1274,2,261
3673,1274,3,372
3674,1275,0,162
3675,1275,1,294
3676,1275,2,120
3677,1275,3,42
3678,1275,4,87
3679,1275,5,72
3680,1275,6,223
3681,1276,0,84
3682,1276,1,354
3683,1276,2,179
3684,1276,3,109
3685,1276,4,86
3686,1276,5,188
3687,1277,0,530
3688,1277,1,81
3689,1277,2,125
3690,1277,3,136
3691,1277,4,128
3692,1278,0,98
3693,1278,1,616
3694,1278,2,140
3695,1278,3,146
3696,1279,0,152
3697,1279,1,132
3698,1279,2,130
3699,1279,3,586
3700,1280,0,49
3701,1280,1,131
3702,1280,2,148
3703,1280,3,541
3704,1280,4,131
3705,1281,0,87
3706,1281,1,86
3707,1281,2,138
3708,1281,3,60
3709,1281,4,629
3710,1282,0,83
3711,1282,1,125
3712,1282,2,44
3713,1282,3,117
3714,1282,4,477
3715,1282,5,154
3716,1283,0,92
3717,1283,1,141
3718,1283,2,767
3719,1284,0,136
3720,1284,1,556
3721,1284,2,92
3722,1284,3,216
3723,1285,0,220
3724,1285,1,144
3725,1285,2,636
3726,1286,0,158
3727,1286,1,842
3728,1287,0,358
3729,1287,1,642
3730,1288,0,101
3731,1288,1,352
3732,1288,2,138
3733,1288,3,118
3734,1288,4,12
3735,1288,5,52
3736,1288,6,144
3737,1288,7,83
3738,1289,0,138
3739,1289,1,149
3740,1289,2,713
3741,1290,0,113
3742,1290,1,63
3743,1290,2,476
3744,1290,3,93
3745,1290,4,119
3746,1290,5,136
3747,1291,0,97
3748,1291,1,615
3749,1291,2,94
3750,1291,3,127
3751,1291,4,67
3752,1292,0,142
3753,1292,1,587
3754,1292,2,126
3755,1292,3,48
3756,1292,4,6
3757,1292,5,91
3758,1293,0,124
3759,1293,1,687
3760,1293,2,189
3761,1294,0,113
3762,1294,1,422
3763,1294,2,108
3764,1294,3,68
3765,1294,4,131
3766,1294,5,158
3767,1295,0,126
3768,1295,1,374
3769,1295,2,48
3770,1295,3,155
3771,1295,4,212
3772,1295,5,85
3773,1296,0,285
3774,1296,1,228
3775,1296,2,173
3776,1296,3,182
3777,1296,4,132
3778,1297,0,90
3779,1297,1,126
3780,1297,2,100
3781,1297,3,125
3782,1297,4,407
3783,1297,5,152
3784,1298,0,777
3785,1298,1,223
3786,1299,0,102
3787,1299,1,300
3788,1299,2,598
3789,1300,0,245
3790,1300,1,431
3791,1300,2,191
3792,1300,3,133
3793,1301,0,386
3794,1301,1,614
3795,1302,0,250
3796,1302,1,398
3797,1302,2,352
3798,1303,0,130
3799,1303,1,870
3800,1304,0,173
3801,1304,1,96
3802,1304,2,606
3803,1304,3,125
3804,1305,0,784
3805,1305,1,216
3806,1306,0,367
3807,1306,1,292
3808,1306,2,79
3809,1306,3,166
3810,1306,4,96
3811,1307,0,269
3812,1307,1,380
3813,1307,2,136
3814,1307,3,215
3815,1308,0,761
3816,1308,1,239
3817,1309,0,460
3818,1309,1,394
3819,1309,2,146
3820,1310,0,118
3821,1310,1,491
3822,1310,2,104
3823,1310,3,287
3824,1311,0,576
3825,1311,1,206
3826,1311,2,218
3827,1312,0,729
3828,1312,1,271
3829,1313,0,186
3830,1313,1,152
3831,1313,2,662
3832,1314,0,479
3833,1314,1,403
3834,1314,2,118
3835,1315,0,605
3836,1315,1,395
3837,1316,0,681
3838,1316,1,319
3839,1317,0,526
3840,1317,1,474
3841,1318,0,108
3842,1318,1,892
3843,1319,0,229
3844,1319,1,389
3845,1319,2,104
3846,1319,3,278
3847,1320,0,204
3848,1320,1,796
3849,1321,0,665
3850,1321,1,335
3851,1322,0,350
3852,1322,1,259
3853,1322,2,391
3854,1323,0,274
3855,1323,1,726
3856,1324,0,690
3857,1324,1,310
3858,1325,0,485
3859,1325,1,515
3860,1326,0,353
3861,1326,1,647
3862,1327,0,94
3863,1327,1,400
3864,1327,2,506
3865,1328,0,589
3866,1328,1,411
3867,1329,0,743
3868,1329,1,257
3869,1330,0,728
3870,1330,1,272
3871,1331,0,484
3872,1331,1,81
3873,1331,2,275
3874,1331,3,89
3875,1331,4,71
3876,1332,0,720
3877,1332,1,280
3878,1333,0,589
3879,1333,1,247
3880,1333,2,83
3881,1333,3,81
3882,1334,0,564
3883,1334,1,436
3884,1335,0,780
3885,1335,1,220
3886,1336,0,172
3887,1336,1,167
3888,1336,2,39
3889,1336,3,424
3890,1336,4,198
3891,1337,0,161
3892,1337,1,282
3893,1337,2,319
3894,1337,3,238
3895,1338,0,789
3896,1338,1,211
3897,1339,0,89
3898,1339,1,443
3899,1339,2,468
3900,1340,0,531
3901,1340,1,309
3902,1340,2,160
3903,1341,0,83
3904,1341,1,643
3905,1341,2,274
3906,1342,0,385
3907,1342,1,85
3908,1342,2,530
3909,1343,0,768
3910,1343,1,232
3911,1344,0,369
3912,1344,1,631
3913,1345,0,96
3914,1345,1,488
3915,1345,2,276
3916,1345,3,140
3917,1346,0,119
3918,1346,1,580
3919,1346,2,197
3920,1346,3,104
3921,1347,0,680
3922,1347,1,320
3923,1348,0,333
3924,1348,1,370
3925,1348,2,250
3926,1348,3,47
3927,1349,0,201
3928,1349,1,799
3929,1350,0,575
3930,1350,1,425
3931,1351,0,454
3932,1351,1,546
3933,1352,0,326
3934,1352,1,674
3935,1353,0,801
3936,1353,1,199
3937,1354,0,240
3938,1354,1,469
3939,1354,2,291
3940,1355,0,301
3941,1355,1,699
3942,1356,0,443
3943,1356,1,193
3944,1356,2,364
3945,1357,0,885
3946,1357,1,115
3947,1358,0,101
3948,1358,1,466
3949,1358,2,433
3950,1359,0,194
3951,1359,1,233
3952,1359,2,573
3953,1360,0,88
3954,1360,1,335
3955,1360,2,577
3956,1361,0,667
3957,1361,1,333
3958,1362,0,260
3959,1362,1,740
3960,1363,0,156
3961,1363,1,342
3962,1363,2,502
3963,1364,0,742
3964,1364,1,258
3965,1365,0,555
3966,1365,1,445
3967,1366,0,188
3968,1366,1,812
3969,1367,0,413
3970,1367,1,183
3971,1367,2,404
3972,1368,0,80
3973,1368,1,167
3974,1368,2,753
3975,1369,0,173
3976,1369,1,827
3977,1370,0,341
3978,1370,1,659
3979,1371,0,180
3980,1371,1,820
3981,1372,0,293
3982,1372,1,633
3983,1372,2,74
3984,1373,0,387
3985,1373,1,613
3986,1374,0,409
3987,1374,1,172
3988,1374,2,419
3989,1375,0,269
3990,1375,1,731
3991,1376,0,197
3992,1376,1,803
3993,1377,0,88
3994,1377,1,70
3995,1377,2,518
3996,1377,3,324
3997,1378,0,546
3998,1378,1,454
3999,1379,0,497
4000,1379,1,503
4001,1380,0,482
4002,1380,1,518
4003,1381,0,179
4004,1381,1,356
4005,1381,2,465
4006,1382,0,929
4007,1382,1,71
4008,1383,0,491
4009,1383,1,509
4010,1384,0,245
4011,1384,1,685
4012,1384,2,70
4013,1385,0,68
4014,1385,1,750
4015,1385,2,182
4016,1386,0,608
4017,1386,1,392
4018,1387,0,776
4019,1387,1,224
4020,1388,0,672
4021,1388,1,328
4022,1389,0,586
4023,1389,1,414
4024,1390,0,699
4025,1390,1,301
4026,1391,0,420
4027,1391,1,580
4028,1392,0,343
4029,1392,1,72
4030,1392,2,91
4031,1392,3,362
4032,1392,4,132
4033,1393,0,263
4034,1393,1,737
4035,1394,0,473
4036,1394,1,527
4037,1395,0,97
4038,1395,1,659
4039,1395,2,244
4040,1396,0,533
4041,1396,1,186
4042,1396,2,80
4043,1396,3,201
4044,1397,0,744
4045,1397,1,256
4046,1398,0,705
4047,1398,1,295
4048,1399,0,407
4049,1399,1,315
4050,1399,2,278
4051,1400,0,306
4052,1400,1,694
4053,1401,0,489
4054,1401,1,511
4055,1402,0,208
4056,1402,1,718
4057,1402,2,74
4058,1403,0,529
4059,1403,1,471
4060,1404,0,547
4061,1404,1,453
4062,1405,0,700
4063,1405,1,300
4064,1406,0,249
4065,1406,1,751
4066,1407,0,359
4067,1407,1,641
4068,1408,0,126
4069,1408,1,874
4070,1409,0,640
4071,1409,1,360
4072,1410,0,155
4073,1410,1,147
4074,1410,2,698
4075,1411,0,297
4076,1411,1,703
4077,1412,0,201
4078,1412,1,721
4079,1412,2,78
4080,1413,0,137
4081,1413,1,540
4082,1413,2,250
4083,1413,3,73
4084,1414,0,80
4085,1414,1,284
4086,1414,2,88
4087,1414,3,548
4088,1415,0,564
4089,1415,1,436
4090,1416,0,66
4091,1416,1,934
4092,1417,0,885
4093,1417,1,115
4094,1418,0,445
4095,1418,1,319
4096,1418,2,236
4097,1419,0,464
4098,1419,1,536
4099,1420,0,302
4100,1420,1,427
4101,1420,2,271
4102,1421,0,898
4103,1421,1,102
4104,1422,0,389
4105,1422,1,611
4106,1423,0,155
4107,1423,1,845
4108,1424,0,154
4109,1424,1,331
4110,1424,2,432
4111,1424,3,83
4112,1425,0,433
4113,1425,1,251
4114,1425,2,316
4115,1426,0,536
4116,1426,1,77
4117,1426,2,387
4118,1427,0,512
4119,1427,1,408
4120,1427,2,80
4121,1428,0,103
4122,1428,1,152
4123,1428,2,745
4124,1429,0,154
4125,1429,1,418
4126,1429,2,428
4127,1430,0,245
4128,1430,1,755
4129,1431,0,670
4130,1431,1,330
4131,1432,0,331
4132,1432,1,669
4133,1433,0,122
4134,1433,1,878
4135,1434,0,562
4136,1434,1,438
4137,1435,0,666
4138,1435,1,334
4139,1436,0,78
4140,1436,1,73
4141,1436,2,242
4142,1436,3,498
4143,1436,4,109
4144,1437,0,877
4145,1437,1,123
4146,1438,0,833
4147,1438,1,167
4148,1439,0,292
4149,1439,1,708
4150,1440,0,122
4151,1440,1,878
4152,1441,0,208
4153,1441,1,792
4154,1442,0,420
4155,1442,1,580
4156,1443,0,406
4157,1443,1,594
4158,1444,0,150
4159,1444,1,850
4160,1445,0,59
4161,1445,1,773
4162,1445,2,122
4163,1445,3,46
4164,1446,0,698
4165,1446,1,302
4166,1447,0,833
4167,1447,1,167
4168,1448,0,874
4169,1448,1,126
4170,1449,0,364
4171,1449,1,636
4172,1450,0,649
4173,1450,1,351
4174,1451,0,574
4175,1451,1,426
4176,1452,0,382
4177,1452,1,618
4178,1453,0,541
4179,1453,1,459
4180,1454,0,390
4181,1454,1,610
4182,1455,0,136
4183,1455,1,708
4184,1455,2,156
4185,1456,0,702
4186,1456,1,298
4187,1457,0,78
4188,1457,1,922
4189,1458,0,498
4190,1458,1,502
4191,1459,0,328
4192,1459,1,672
4193,1460,0,13
4194,1460,1,518
4195,1460,2,469
4196,1461,0,292
4197,1461,1,708
4198,1462,0,224
4199,1462,1,776
4200,1463,0,141
4201,1463,1,859
4202,1464,0,633
4203,1464,1,348
4204,1464,2,19
4205,1465,0,516
4206,1465,1,484
4207,1466,0,547
4208,1466,1,453
4209,1467,0,590
4210,1467,1,410
4211,1468,0,646
4212,1468,1,354
4213,1469,0,449
4214,1469,1,551
4215,1470,0,832
4216,1470,1,168
4217,1471,0,311
4218,1471,1,689
4219,1472,0,124
4220,1472,1,876
4221,1473,0,43
4222,1473,1,421
4223,1473,2,72
4224,1473,3,464
4225,1474,0,667
4226,1474,1,313
4227,1474,2,20
4228,1475,0,111
4229,1475,1,889
4230,1476,0,224
4231,1476,1,697
4232,1476,2,79
4233,1477,0,183
4234,1477,1,817
4235,1478,0,565
4236,1478,1,435
4237,1479,0,173
4238,1479,1,827
4239,1480,0,889
4240,1480,1,111
4241,1481,0,399
4242,1481,1,601
4243,1482,0,632
4244,1482,1,368
4245,1483,0,669
4246,1483,1,331
4247,1484,0,471
4248,1484,1,529
4249,1485,0,712
4250,1485,1,288
4251,1486,0,586
4252,1486,1,414
4253,1487,0,145
4254,1487,1,855
4255,1488,0,74
4256,1488,1,569
4257,1488,2,357
4258,1489,0,865
4259,1489,1,135
4260,1490,0,47
4261,1490,1,953
4262,1491,0,35
4263,1491,1,965
4264,1492,0,328
4265,1492,1,672
4266,1493,0,494
4267,1493,1,506
4268,1494,0,192
4269,1494,1,413
4270,1494,2,321
4271,1494,3,74
4272,1495,0,812
4273,1495,1,188
4274,1496,0,653
4275,1496,1,347
4276,1497,0,30
4277,1497,1,321
4278,1497,2,479
4279,1497,3,45
4280,1497,4,125
4281,1498,0,381
4282,1498,1,619
4283,1499,0,771
4284,1499,1,229
4285,1500,0,192
4286,1500,1,160
4287,1500,2,648
4288,1501,0,569
4289,1501,1,184
4290,1501,2,247
4291,1502,0,276
4292,1502,1,724
4293,1503,0,66
4294,1503,1,556
4295,1503,2,378
4296,1504,0,205
4297,1504,1,140
4298,1504,2,655
4299,1505,0,829
4300,1505,1,171
4301,1506,0,322
4302,1506,1,678
4303,1507,0,705
4304,1507,1,295
4305,1508,0,163
4306,1508,1,837
4307,1509,0,487
4308,1509,1,268
4309,1509,2,245
4310,1510,0,587
4311,1510,1,30
4312,1510,2,383
4313,1511,0,319
4314,1511,1,106
4315,1511,2,530
4316,1511,3,45
4317,1512,0,474
4318,1512,1,526
4319,1513,0,585
4320,1513,1,415
4321,1514,0,61
4322,1514,1,267
4323,1514,2,44
4324,1514,3,628
4325,1515,0,107
4326,1515,1,763
4327,1515,2,130
4328,1516,0,971
4329,1516,1,29
4330,1517,0,426
4331,1517,1,574
4332,1518,0,367
4333,1518,1,633
4334,1519,0,238
4335,1519,1,762
4336,1520,0,621
4337,1520,1,379
4338,1521,0,956
4339,1521,1,44
4340,1522,0,142
4341,1522,1,419
4342,1522,2,439
4343,1523,0,387
4344,1523,1,28
4345,1523,2,46
4346,1523,3,539
4347,1524,0,39
4348,1524,1,961
4349,1525,0,118
4350,1525,1,363
4351,1525,2,519
4352,1526,0,509
4353,1526,1,491
4354,1527,0,466
4355,1527,1,534
4356,1528,0,60
4357,1528,1,75
4358,1528,2,340
4359,1528,3,525
4360,1529,0,280
4361,1529,1,218
4362,1529,2,221
4363,1529,3,248
4364,1529,4,33
4365,1530,0,622
4366,1530,1,310
4367,1530,2,68
4368,1531,0,407
4369,1531,1,195
4370,1531,2,398
4371,1532,0,152
4372,1532,1,734
4373,1532,2,74
4374,1532,3,40
4375,1533,0,801
4376,1533,1,199
4377,1534,0,411
4378,1534,1,140
4379,1534,2,449
4380,1535,0,24
4381,1535,1,976
4382,1536,0,829
4383,1536,1,171
4384,1537,0,396
4385,1537,1,604
4386,1538,0,132
4387,1538,1,168
4388,1538,2,700
4389,1539,0,552
4390,1539,1,103
4391,1539,2,217
4392,1539,3,112
4393,1539,4,16
4394,1540,0,839
4395,1540,1,161
4396,1541,0,149
4397,1541,1,123
4398,1541,2,28
4399,1541,3,175
4400,1541,4,525
4401,1542,0,234
4402,1542,1,154
4403,1542,2,612
4404,1543,0,854
4405,1543,1,146
4406,1544,0,172
4407,1544,1,828
4408,1545,0,312
4409,1545,1,102
4410,1545,2,145
4411,1545,3,441
4412,1546,0,279
4413,1546,1,567
4414,1546,2,154
4415,1547,0,144
4416,1547,1,668
4417,1547,2,188
4418,1548,0,822
4419,1548,1,178
4420,1549,0,294
4421,1549,1,155
4422,1549,2,551
4423,1550,0,857
4424,1550,1,143
4425,1551,0,396
4426,1551,1,157
4427,1551,2,447
4428,1552,0,300
4429,1552,1,142
4430,1552,2,558
4431,1553,0,142
4432,1553,1,466
4433,1553,2,392
4434,1554,0,43
4435,1554,1,131
4436,1554,2,363
4437,1554,3,463
4438,1555,0,819
4439,1555,1,181
4440,1556,0,837
4441,1556,1,163
4442,1557,0,435
4443,1557,1,421
4444,1557,2,144
4445,1558,0,147
4446,1558,1,352
4447,1558,2,501
4448,1559,0,655
4449,1559,1,203
4450,1559,2,142
4451,1560,0,131
4452,1560,1,150
4453,1560,2,386
4454,1560,3,333
4455,1561,0,127
4456,1561,1,873
4457,1562,0,672
4458,1562,1,134
4459,1562,2,194
4460,1563,0,115
4461,1563,1,885
4462,1564,0,255
4463,1564,1,128
4464,1564,2,617
4465,1565,0,132
4466,1565,1,329
4467,1565,2,62
4468,1565,3,93
4469,1565,4,353
4470,1565,5,31
4471,1566,0,63
4472,1566,1,340
4473,1566,2,56
4474,1566,3,441
4475,1566,4,100
4476,1567,0,104
4477,1567,1,769
4478,1567,2,127
4479,1568,0,36
4480,1568,1,400
4481,1568,2,290
4482,1568,3,59
4483,1568,4,12
4484,1568,5,126
4485,1568,6,77
4486,1569,0,359
4487,1569,1,641
4488,1570,0,425
4489,1570,1,474
4490,1570,2,101
4491,1571,0,344
4492,1571,1,525
4493,1571,2,131
4494,1572,0,634
4495,1572,1,191
4496,1572,2,175
4497,1573,0,238
4498,1573,1,645
4499,1573,2,117
4500,1574,0,631
4501,1574,1,369
4502,1575,0,318
4503,1575,1,682
4504,1576,0,702
4505,1576,1,298
4506,1577,0,139
4507,1577,1,100
4508,1577,2,761
4509,1578,0,277
4510,1578,1,723
4511,1579,0,429
4512,1579,1,350
4513,1579,2,221
4514,1580,0,234
4515,1580,1,109
4516,1580,2,657
4517,1581,0,302
4518,1581,1,177
4519,1581,2,373
4520,1581,3,104
4521,1581,4,44
4522,1582,0,369
4523,1582,1,118
