,batch,cluster_number,size
10437,3992,1,454
10438,3992,2,32
10439,3993,0,519
10440,3993,1,481
10441,3994,0,469
10442,3994,1,33
10443,3994,2,264
10444,3994,3,234
10445,3995,0,33
10446,3995,1,160
10447,3995,2,807
10448,3996,0,654
10449,3996,1,346
10450,3997,0,542
10451,3997,1,458
10452,3998,0,873
10453,3998,1,127
10454,3999,0,261
10455,3999,1,739
10456,4000,0,450
10457,4000,1,529
10458,4000,2,21
10459,4001,0,629
10460,4001,1,371
10461,4002,0,5
10462,4002,1,995
10463,4003,0,303
10464,4003,1,562
10465,4003,2,135
10466,4004,0,345
10467,4004,1,655
10468,4005,0,24
10469,4005,1,728
10470,4005,2,20
10471,4005,3,228
10472,4006,0,32
10473,4006,1,413
10474,4006,2,555
10475,4007,0,26
10476,4007,1,142
10477,4007,2,832
10478,4008,0,582
10479,4008,1,418
10480,4009,0,124
10481,4009,1,876
10482,4010,0,740
10483,4010,1,260
10484,4011,0,654
10485,4011,1,346
10486,4012,0,348
10487,4012,1,652
10488,4013,0,551
10489,4013,1,449
10490,4014,0,172
10491,4014,1,828
10492,4015,0,20
10493,4015,1,217
10494,4015,2,763
10495,4016,0,42
10496,4016,1,958
10497,4017,0,95
10498,4017,1,905
10499,4018,0,439
10500,4018,1,561
10501,4019,0,18
10502,4019,1,617
10503,4019,2,365
10504,4020,0,281
10505,4020,1,309
10506,4020,2,410
10507,4021,0,71
10508,4021,1,929
10509,4022,0,208
10510,4022,1,792
10511,4023,0,76
10512,4023,1,924
10513,4024,0,246
10514,4024,1,633
10515,4024,2,121
10516,4025,0,418
10517,4025,1,582
10518,4026,0,745
10519,4026,1,255
10520,4027,0,520
10521,4027,1,480
10522,4028,0,146
10523,4028,1,129
10524,4028,2,423
10525,4028,3,302
10526,4029,0,255
10527,4029,1,745
10528,4030,0,455
10529,4030,1,545
10530,4031,0,26
10531,4031,1,583
10532,4031,2,391
10533,4032,0,198
10534,4032,1,802
10535,4033,0,485
10536,4033,1,515
10537,4034,0,22
10538,4034,1,569
10539,4034,2,409
10540,4035,0,782
10541,4035,1,218
10542,4036,0,773
10543,4036,1,227
10544,4037,0,242
10545,4037,1,131
10546,4037,2,627
10547,4038,0,23
10548,4038,1,51
10549,4038,2,696
10550,4038,3,230
10551,4039,0,84
10552,4039,1,916
10553,4040,0,597
10554,4040,1,403
10555,4041,0,589
10556,4041,1,411
10557,4042,0,27
10558,4042,1,973
10559,4043,0,44
10560,4043,1,322
10561,4043,2,634
10562,4044,0,53
10563,4044,1,947
10564,4045,0,137
10565,4045,1,863
10566,4046,0,632
10567,4046,1,368
10568,4047,0,842
10569,4047,1,158
10570,4048,0,72
10571,4048,1,765
10572,4048,2,163
10573,4049,0,30
10574,4049,1,970
10575,4050,0,902
10576,4050,1,98
10577,4051,0,558
10578,4051,1,442
10579,4052,0,388
10580,4052,1,612
10581,4053,0,41
10582,4053,1,409
10583,4053,2,550
10584,4054,0,661
10585,4054,1,339
10586,4055,0,66
10587,4055,1,934
10588,4056,0,144
10589,4056,1,856
10590,4057,0,406
10591,4057,1,51
10592,4057,2,256
10593,4057,3,287
10594,4058,0,53
10595,4058,1,319
10596,4058,2,376
10597,4058,3,252
10598,4059,0,422
10599,4059,1,578
10600,4060,0,18
10601,4060,1,405
10602,4060,2,577
10603,4061,0,113
10604,4061,1,33
10605,4061,2,592
10606,4061,3,262
10607,4062,0,40
10608,4062,1,749
10609,4062,2,211
10610,4063,0,141
10611,4063,1,859
10612,4064,0,472
10613,4064,1,528
10614,4065,0,33
10615,4065,1,295
10616,4065,2,672
10617,4066,0,473
10618,4066,1,527
10619,4067,0,692
10620,4067,1,308
10621,4068,0,160
10622,4068,1,840
10623,4069,0,281
10624,4069,1,719
10625,4070,0,660
10626,4070,1,340
10627,4071,0,353
10628,4071,1,647
10629,4072,0,457
10630,4072,1,543
10631,4073,0,59
10632,4073,1,688
10633,4073,2,253
10634,4074,0,203
10635,4074,1,797
10636,4075,0,730
10637,4075,1,270
10638,4076,0,895
10639,4076,1,105
10640,4077,0,93
10641,4077,1,62
10642,4077,2,827
10643,4077,3,18
10644,4078,0,548
10645,4078,1,452
10646,4079,0,826
10647,4079,1,174
10648,4080,0,534
10649,4080,1,466
10650,4081,0,619
10651,4081,1,381
10652,4082,0,258
10653,4082,1,742
10654,4083,0,523
10655,4083,1,477
10656,4084,0,62
10657,4084,1,798
10658,4084,2,140
10659,4085,0,356
10660,4085,1,644
10661,4086,0,471
10662,4086,1,529
10663,4087,0,514
10664,4087,1,486
10665,4088,0,273
10666,4088,1,727
10667,4089,0,135
10668,4089,1,865
10669,4090,0,317
10670,4090,1,683
10671,4091,0,920
10672,4091,1,80
10673,4092,0,969
10674,4092,1,31
10675,4093,0,662
10676,4093,1,338
10677,4094,0,23
10678,4094,1,729
10679,4094,2,248
10680,4095,0,667
10681,4095,1,298
10682,4095,2,35
10683,4096,0,32
10684,4096,1,518
10685,4096,2,425
10686,4096,3,25
10687,4097,0,32
10688,4097,1,765
10689,4097,2,203
10690,4098,0,465
10691,4098,1,50
10692,4098,2,485
10693,4099,0,441
10694,4099,1,559
10695,4100,0,999
10696,4100,1,1
10697,4101,0,787
10698,4101,1,213
10699,4102,0,509
10700,4102,1,491
10701,4103,0,293
10702,4103,1,707
10703,4104,0,296
10704,4104,1,704
10705,4105,0,935
10706,4105,1,65
10707,4106,0,182
10708,4106,1,818
10709,4107,0,331
10710,4107,1,481
10711,4107,2,188
10712,4108,0,47
10713,4108,1,953
10714,4109,0,352
10715,4109,1,430
10716,4109,2,190
10717,4109,3,28
10718,4110,0,247
10719,4110,1,28
10720,4110,2,725
10721,4111,0,183
10722,4111,1,817
10723,4112,0,7
10724,4112,1,52
10725,4112,2,724
10726,4112,3,45
10727,4112,4,27
10728,4112,5,145
10729,4113,0,979
10730,4113,1,21
10731,4114,0,26
10732,4114,1,974
10733,4115,0,719
10734,4115,1,281
10735,4116,0,951
10736,4116,1,49
10737,4117,0,163
10738,4117,1,85
10739,4117,2,721
10740,4117,3,31
10741,4118,0,291
10742,4118,1,44
10743,4118,2,665
10744,4119,0,350
10745,4119,1,473
10746,4119,2,81
10747,4119,3,96
10748,4120,0,366
10749,4120,1,450
10750,4120,2,184
10751,4121,0,766
10752,4121,1,234
10753,4122,0,676
10754,4122,1,324
10755,4123,0,65
10756,4123,1,27
10757,4123,2,908
10758,4124,0,33
10759,4124,1,32
10760,4124,2,935
10761,4125,0,959
10762,4125,1,41
10763,4126,0,50
10764,4126,1,262
10765,4126,2,83
10766,4126,3,473
10767,4126,4,132
10768,4127,0,891
10769,4127,1,109
10770,4128,0,585
10771,4128,1,222
10772,4128,2,33
10773,4128,3,46
10774,4128,4,52
10775,4128,5,15
10776,4128,6,47
10777,4129,0,892
10778,4129,1,94
10779,4129,2,14
10780,4130,0,87
10781,4130,1,343
10782,4130,2,570
10783,4131,0,268
10784,4131,1,387
10785,4131,2,98
10786,4131,3,247
10787,4132,0,19
10788,4132,1,47
10789,4132,2,785
10790,4132,3,50
10791,4132,4,99
10792,4133,0,388
10793,4133,1,612
10794,4134,0,241
10795,4134,1,34
10796,4134,2,692
10797,4134,3,33
10798,4135,0,435
10799,4135,1,36
10800,4135,2,399
10801,4135,3,7
10802,4135,4,42
10803,4135,5,34
10804,4135,6,47
10805,4136,0,81
10806,4136,1,485
10807,4136,2,434
10808,4137,0,66
10809,4137,1,934
10810,4138,0,615
10811,4138,1,289
10812,4138,2,46
10813,4138,3,50
10814,4139,0,965
10815,4139,1,35
10816,4140,0,57
10817,4140,1,704
10818,4140,2,42
10819,4140,3,197
10820,4141,0,69
10821,4141,1,55
10822,4141,2,876
10823,4142,0,53
10824,4142,1,405
10825,4142,2,542
10826,4143,0,256
10827,4143,1,613
10828,4143,2,131
10829,4144,0,42
10830,4144,1,745
10831,4144,2,213
10832,4145,0,58
10833,4145,1,942
10834,4146,0,59
10835,4146,1,752
10836,4146,2,189
10837,4147,0,959
10838,4147,1,41
10839,4148,0,791
10840,4148,1,209
10841,4149,0,587
10842,4149,1,413
10843,4150,0,931
10844,4150,1,69
10845,4151,0,360
10846,4151,1,347
10847,4151,2,293
10848,4152,0,528
10849,4152,1,332
10850,4152,2,140
10851,4153,0,12
10852,4153,1,931
10853,4153,2,57
10854,4154,0,133
10855,4154,1,771
10856,4154,2,96
10857,4155,0,178
10858,4155,1,822
10859,4156,0,215
10860,4156,1,785
10861,4157,0,142
10862,4157,1,858
10863,4158,0,58
10864,4158,1,144
10865,4158,2,798
10866,4159,0,89
10867,4159,1,45
10868,4159,2,615
10869,4159,3,251
10870,4160,0,59
10871,4160,1,941
10872,4161,0,450
10873,4161,1,550
10874,4162,0,465
10875,4162,1,472
10876,4162,2,63
10877,4163,0,802
10878,4163,1,116
10879,4163,2,82
10880,4164,0,54
10881,4164,1,890
10882,4164,2,56
10883,4165,0,252
10884,4165,1,114
10885,4165,2,20
10886,4165,3,614
10887,4166,0,636
10888,4166,1,364
10889,4167,0,61
10890,4167,1,939
10891,4168,0,159
10892,4168,1,841
10893,4169,0,709
10894,4169,1,291
10895,4170,0,171
10896,4170,1,829
10897,4171,0,56
10898,4171,1,944
10899,4172,0,534
10900,4172,1,349
10901,4172,2,117
10902,4173,0,176
10903,4173,1,69
10904,4173,2,755
10905,4174,0,646
10906,4174,1,177
10907,4174,2,177
10908,4175,0,446
10909,4175,1,554
10910,4176,0,571
10911,4176,1,429
10912,4177,0,386
10913,4177,1,614
10914,4178,0,517
10915,4178,1,483
10916,4179,0,36
10917,4179,1,964
10918,4180,0,198
10919,4180,1,802
10920,4181,0,482
10921,4181,1,518
10922,4182,0,48
10923,4182,1,416
10924,4182,2,453
10925,4182,3,83
10926,4183,0,42
10927,4183,1,958
10928,4184,0,248
10929,4184,1,438
10930,4184,2,314
10931,4185,0,344
10932,4185,1,656
10933,4186,0,452
10934,4186,1,97
10935,4186,2,451
10936,4187,0,685
10937,4187,1,315
10938,4188,0,619
10939,4188,1,381
10940,4189,0,63
10941,4189,1,487
10942,4189,2,450
10943,4190,0,46
10944,4190,1,954
10945,4191,0,816
10946,4191,1,184
10947,4192,0,16
10948,4192,1,204
10949,4192,2,780
10950,4193,0,733
10951,4193,1,267
10952,4194,0,287
10953,4194,1,713
10954,4195,0,139
10955,4195,1,207
10956,4195,2,654
10957,4196,0,203
10958,4196,1,797
10959,4197,0,474
10960,4197,1,526
10961,4198,0,323
10962,4198,1,24
10963,4198,2,653
10964,4199,0,473
10965,4199,1,86
10966,4199,2,441
10967,4200,0,640
10968,4200,1,360
10969,4201,0,466
10970,4201,1,534
10971,4202,0,172
10972,4202,1,65
10973,4202,2,763
10974,4203,0,745
10975,4203,1,227
10976,4203,2,28
10977,4204,0,11
10978,4204,1,800
10979,4204,2,163
10980,4204,3,26
10981,4205,0,70
10982,4205,1,930
10983,4206,0,43
10984,4206,1,269
10985,4206,2,688
10986,4207,0,880
10987,4207,1,120
10988,4208,0,65
10989,4208,1,907
10990,4208,2,28
10991,4209,0,348
10992,4209,1,652
10993,4210,0,29
10994,4210,1,445
10995,4210,2,526
10996,4211,0,559
10997,4211,1,441
10998,4212,0,261
10999,4212,1,29
11000,4212,2,710
11001,4213,0,28
11002,4213,1,972
11003,4214,0,248
11004,4214,1,752
11005,4215,0,670
11006,4215,1,330
11007,4216,0,386
11008,4216,1,614
11009,4217,0,363
11010,4217,1,637
11011,4218,0,337
11012,4218,1,663
11013,4219,0,234
11014,4219,1,766
11015,4220,0,299
11016,4220,1,56
11017,4220,2,645
11018,4221,0,357
11019,4221,1,643
11020,4222,0,33
11021,4222,1,236
11022,4222,2,731
11023,4223,0,242
11024,4223,1,758
11025,4224,0,519
11026,4224,1,481
11027,4225,0,397
11028,4225,1,603
11029,4226,0,32
11030,4226,1,516
11031,4226,2,452
11032,4227,0,765
11033,4227,1,235
11034,4228,0,446
11035,4228,1,554
11036,4229,0,99
11037,4229,1,901
11038,4230,0,726
11039,4230,1,274
11040,4231,0,274
11041,4231,1,726
11042,4232,0,33
11043,4232,1,967
11044,4233,0,558
11045,4233,1,442
11046,4234,0,857
11047,4234,1,143
11048,4235,0,736
11049,4235,1,264
11050,4236,0,589
11051,4236,1,411
11052,4237,0,620
11053,4237,1,380
11054,4238,0,707
11055,4238,1,293
11056,4239,0,886
11057,4239,1,114
11058,4240,0,359
11059,4240,1,641
11060,4241,0,825
11061,4241,1,17
11062,4241,2,91
11063,4241,3,67
11064,4242,0,47
11065,4242,1,578
11066,4242,2,375
11067,4243,0,18
11068,4243,1,982
11069,4244,0,42
11070,4244,1,958
11071,4245,0,289
11072,4245,1,711
11073,4246,0,72
11074,4246,1,928
11075,4247,0,127
11076,4247,1,873
11077,4248,0,243
11078,4248,1,321
11079,4248,2,436
11080,4249,0,279
11081,4249,1,721
11082,4250,0,19
11083,4250,1,186
11084,4250,2,795
11085,4251,0,682
11086,4251,1,318
11087,4252,0,502
11088,4252,1,475
11089,4252,2,23
11090,4253,0,37
11091,4253,1,963
11092,4254,0,650
11093,4254,1,350
11094,4255,0,731
11095,4255,1,192
11096,4255,2,77
11097,4256,0,150
11098,4256,1,245
11099,4256,2,25
11100,4256,3,566
11101,4256,4,14
11102,4257,0,482
11103,4257,1,326
11104,4257,2,192
11105,4258,0,81
11106,4258,1,33
11107,4258,2,495
11108,4258,3,391
11109,4259,0,86
11110,4259,1,914
11111,4260,0,964
11112,4260,1,36
11113,4261,0,488
11114,4261,1,512
11115,4262,0,249
11116,4262,1,497
11117,4262,2,220
11118,4262,3,34
11119,4263,0,383
11120,4263,1,59
11121,4263,2,202
11122,4263,3,356
11123,4264,0,332
11124,4264,1,668
11125,4265,0,66
11126,4265,1,934
11127,4266,0,196
11128,4266,1,804
11129,4267,0,36
11130,4267,1,964
11131,4268,0,35
11132,4268,1,163
11133,4268,2,802
11134,4269,0,810
11135,4269,1,107
11136,4269,2,83
11137,4270,0,169
11138,4270,1,831
11139,4271,0,768
11140,4271,1,232
11141,4272,0,117
11142,4272,1,701
11143,4272,2,182
11144,4273,0,575
11145,4273,1,82
11146,4273,2,343
11147,4274,0,572
11148,4274,1,428
11149,4275,0,614
11150,4275,1,386
11151,4276,0,864
11152,4276,1,136
11153,4277,0,318
11154,4277,1,37
11155,4277,2,645
11156,4278,0,103
11157,4278,1,678
11158,4278,2,182
11159,4278,3,37
11160,4279,0,20
11161,4279,1,980
11162,4280,0,747
11163,4280,1,253
11164,4281,0,659
11165,4281,1,341
11166,4282,0,220
11167,4282,1,780
11168,4283,0,162
11169,4283,1,838
11170,4284,0,506
11171,4284,1,276
11172,4284,2,218
11173,4285,0,97
11174,4285,1,903
11175,4286,0,966
11176,4286,1,34
11177,4287,0,137
11178,4287,1,863
11179,4288,0,553
11180,4288,1,87
11181,4288,2,360
11182,4289,0,21
11183,4289,1,979
11184,4290,0,49
11185,4290,1,951
11186,4291,0,582
11187,4291,1,418
11188,4292,0,34
11189,4292,1,87
11190,4292,2,878
11191,4292,3,1
11192,4293,0,186
11193,4293,1,814
11194,4294,0,57
11195,4294,1,406
11196,4294,2,537
11197,4295,0,730
11198,4295,1,270
11199,4296,0,141
11200,4296,1,859
11201,4297,0,44
11202,4297,1,956
11203,4298,0,546
11204,4298,1,454
11205,4299,0,230
11206,4299,1,770
11207,4300,0,31
11208,4300,1,544
11209,4300,2,425
11210,4301,0,13
11211,4301,1,987
11212,4302,0,268
11213,4302,1,732
11214,4303,0,968
11215,4303,1,32
11216,4304,0,493
11217,4304,1,507
11218,4305,0,203
11219,4305,1,746
11220,4305,2,51
11221,4306,0,160
11222,4306,1,71
11223,4306,2,769
11224,4307,0,13
11225,4307,1,284
11226,4307,2,21
11227,4307,3,682
11228,4308,0,217
11229,4308,1,658
11230,4308,2,125
11231,4309,0,459
11232,4309,1,329
11233,4309,2,212
11234,4310,0,38
11235,4310,1,34
11236,4310,2,478
11237,4310,3,450
11238,4311,0,566
11239,4311,1,390
11240,4311,2,44
11241,4312,0,600
11242,4312,1,400
11243,4313,0,82
11244,4313,1,918
11245,4314,0,546
11246,4314,1,454
11247,4315,0,261
11248,4315,1,739
11249,4316,0,498
11250,4316,1,502
11251,4317,0,37
11252,4317,1,325
11253,4317,2,638
11254,4318,0,888
11255,4318,1,112
11256,4319,0,598
11257,4319,1,26
11258,4319,2,24
11259,4319,3,261
11260,4319,4,91
11261,4320,0,572
11262,4320,1,428
11263,4321,0,52
11264,4321,1,192
11265,4321,2,756
11266,4322,0,812
11267,4322,1,188
11268,4323,0,495
11269,4323,1,505
11270,4324,0,713
11271,4324,1,287
11272,4325,0,177
11273,4325,1,823
11274,4326,0,913
11275,4326,1,87
11276,4327,0,33
11277,4327,1,38
11278,4327,2,906
11279,4327,3,23
11280,4328,0,32
11281,4328,1,482
11282,4328,2,486
11283,4329,0,472
11284,4329,1,528
11285,4330,0,147
11286,4330,1,90
11287,4330,2,763
11288,4331,0,35
11289,4331,1,856
11290,4331,2,109
11291,4332,0,142
11292,4332,1,30
11293,4332,2,31
11294,4332,3,797
11295,4333,0,137
11296,4333,1,863
11297,4334,0,7
11298,4334,1,28
11299,4334,2,965
11300,4335,0,353
11301,4335,1,647
11302,4336,0,303
11303,4336,1,697
11304,4337,0,542
11305,4337,1,458
11306,4338,0,550
11307,4338,1,40
11308,4338,2,410
11309,4339,0,252
11310,4339,1,748
11311,4340,0,479
11312,4340,1,212
11313,4340,2,309
11314,4341,0,285
11315,4341,1,715
11316,4342,0,138
11317,4342,1,862
11318,4343,0,42
11319,4343,1,958
11320,4344,0,442
11321,4344,1,558
11322,4345,0,45
11323,4345,1,58
11324,4345,2,223
11325,4345,3,674
11326,4346,0,96
11327,4346,1,81
11328,4346,2,823
11329,4347,0,361
11330,4347,1,639
11331,4348,0,180
11332,4348,1,39
11333,4348,2,735
11334,4348,3,46
11335,4349,0,69
11336,4349,1,931
11337,4350,0,456
11338,4350,1,544
11339,4351,0,44
11340,4351,1,142
11341,4351,2,814
11342,4352,0,958
11343,4352,1,42
11344,4353,0,581
11345,4353,1,419
11346,4354,0,22
11347,4354,1,170
11348,4354,2,808
11349,4355,0,545
11350,4355,1,81
11351,4355,2,374
11352,4356,0,29
11353,4356,1,537
11354,4356,2,24
11355,4356,3,410
11356,4357,0,266
11357,4357,1,734
11358,4358,0,287
11359,4358,1,713
11360,4359,0,923
11361,4359,1,77
11362,4360,0,46
11363,4360,1,644
11364,4360,2,310
11365,4361,0,362
11366,4361,1,588
11367,4361,2,50
11368,4362,0,865
11369,4362,1,135
11370,4363,0,564
11371,4363,1,131
11372,4363,2,305
11373,4364,0,231
11374,4364,1,690
11375,4364,2,79
11376,4365,0,455
11377,4365,1,545
11378,4366,0,958
11379,4366,1,42
11380,4367,0,253
11381,4367,1,747
11382,4368,0,521
11383,4368,1,479
11384,4369,0,904
11385,4369,1,96
11386,4370,0,603
11387,4370,1,343
11388,4370,2,54
11389,4371,0,963
11390,4371,1,37
11391,4372,0,181
11392,4372,1,819
11393,4373,0,975
11394,4373,1,25
11395,4374,0,715
11396,4374,1,285
11397,4375,0,557
11398,4375,1,443
11399,4376,0,351
11400,4376,1,649
11401,4377,0,98
11402,4377,1,902
11403,4378,0,70
11404,4378,1,930
11405,4379,0,581
11406,4379,1,419
11407,4380,0,25
11408,4380,1,975
11409,4381,0,107
11410,4381,1,498
11411,4381,2,395
11412,4382,0,135
11413,4382,1,63
11414,4382,2,802
11415,4383,0,328
11416,4383,1,672
11417,4384,0,474
11418,4384,1,526
11419,4385,0,278
11420,4385,1,722
11421,4386,0,526
11422,4386,1,474
11423,4387,0,103
11424,4387,1,897
11425,4388,0,51
11426,4388,1,666
11427,4388,2,283
11428,4389,0,269
11429,4389,1,192
11430,4389,2,475
11431,4389,3,64
11432,4390,0,384
11433,4390,1,282
11434,4390,2,300
11435,4390,3,34
11436,4391,0,33
11437,4391,1,146
11438,4391,2,236
11439,4391,3,585
11440,4392,0,756
11441,4392,1,244
11442,4393,0,38
11443,4393,1,962
11444,4394,0,450
11445,4394,1,550
11446,4395,0,482
11447,4395,1,518
11448,4396,0,895
11449,4396,1,105
11450,4397,0,367
11451,4397,1,633
11452,4398,0,122
11453,4398,1,878
11454,4399,0,612
11455,4399,1,388
11456,4400,0,356
11457,4400,1,644
11458,4401,0,226
11459,4401,1,32
11460,4401,2,742
11461,4402,0,500
11462,4402,1,500
11463,4403,0,71
11464,4403,1,718
11465,4403,2,211
11466,4404,0,521
11467,4404,1,401
11468,4404,2,78
11469,4405,0,270
11470,4405,1,730
11471,4406,0,186
11472,4406,1,814
11473,4407,0,247
11474,4407,1,753
11475,4408,0,20
11476,4408,1,493
11477,4408,2,487
11478,4409,0,45
11479,4409,1,257
11480,4409,2,620
11481,4409,3,78
11482,4410,0,623
11483,4410,1,377
11484,4411,0,456
11485,4411,1,544
11486,4412,0,767
11487,4412,1,175
11488,4412,2,58
11489,4413,0,75
11490,4413,1,925
11491,4414,0,247
11492,4414,1,672
11493,4414,2,81
11494,4415,0,542
11495,4415,1,157
11496,4415,2,301
11497,4416,0,214
11498,4416,1,786
11499,4417,0,315
11500,4417,1,685
11501,4418,0,653
11502,4418,1,347
11503,4419,0,329
11504,4419,1,671
11505,4420,0,101
11506,4420,1,899
11507,4421,0,886
11508,4421,1,114
11509,4422,0,277
11510,4422,1,723
11511,4423,0,553
11512,4423,1,115
11513,4423,2,332
11514,4424,0,401
11515,4424,1,599
11516,4425,0,600
11517,4425,1,400
11518,4426,0,417
11519,4426,1,583
11520,4427,0,659
11521,4427,1,341
11522,4428,0,215
11523,4428,1,494
11524,4428,2,268
11525,4428,3,23
11526,4429,0,169
11527,4429,1,380
11528,4429,2,451
11529,4430,0,412
11530,4430,1,588
11531,4431,0,947
11532,4431,1,53
11533,4432,0,26
11534,4432,1,459
11535,4432,2,515
11536,4433,0,724
11537,4433,1,276
11538,4434,0,160
11539,4434,1,840
11540,4435,0,179
11541,4435,1,821
11542,4436,0,537
11543,4436,1,449
11544,4436,2,14
11545,4437,0,68
11546,4437,1,782
11547,4437,2,150
11548,4438,0,821
11549,4438,1,179
11550,4439,0,761
11551,4439,1,239
11552,4440,0,287
11553,4440,1,713
11554,4441,0,455
11555,4441,1,545
11556,4442,0,456
11557,4442,1,544
11558,4443,0,648
11559,4443,1,352
11560,4444,0,186
11561,4444,1,814
11562,4445,0,53
11563,4445,1,660
11564,4445,2,287
11565,4446,0,70
11566,4446,1,930
11567,4447,0,632
11568,4447,1,368
11569,4448,0,54
11570,4448,1,534
11571,4448,2,412
11572,4449,0,750
11573,4449,1,27
11574,4449,2,223
11575,4450,0,625
11576,4450,1,375
11577,4451,0,201
11578,4451,1,291
11579,4451,2,352
11580,4451,3,156
11581,4452,0,693
11582,4452,1,133
11583,4452,2,174
11584,4453,0,545
11585,4453,1,290
11586,4453,2,165
11587,4454,0,182
11588,4454,1,818
11589,4455,0,102
11590,4455,1,799
11591,4455,2,99
11592,4456,0,570
11593,4456,1,430
11594,4457,0,35
11595,4457,1,634
11596,4457,2,331
11597,4458,0,489
11598,4458,1,511
11599,4459,0,444
11600,4459,1,262
11601,4459,2,294
11602,4460,0,870
11603,4460,1,130
11604,4461,0,333
11605,4461,1,302
11606,4461,2,365
11607,4462,0,401
11608,4462,1,599
11609,4463,0,874
11610,4463,1,126
11611,4464,0,645
11612,4464,1,355
11613,4465,0,51
11614,4465,1,949
11615,4466,0,952
11616,4466,1,48
11617,4467,0,341
11618,4467,1,12
11619,4467,2,647
11620,4468,0,15
11621,4468,1,473
11622,4468,2,512
11623,4469,0,656
11624,4469,1,344
11625,4470,0,574
11626,4470,1,426
11627,4471,0,73
11628,4471,1,927
11629,4472,0,28
11630,4472,1,972
11631,4473,0,26
11632,4473,1,945
11633,4473,2,29
11634,4474,0,576
11635,4474,1,424
11636,4475,0,87
11637,4475,1,822
11638,4475,2,58
11639,4475,3,33
11640,4476,0,614
11641,4476,1,386
11642,4477,0,39
11643,4477,1,219
11644,4477,2,710
11645,4477,3,32
11646,4478,0,646
11647,4478,1,354
11648,4479,0,26
11649,4479,1,499
11650,4479,2,475
11651,4480,0,511
11652,4480,1,489
11653,4481,0,364
11654,4481,1,636
11655,4482,0,331
11656,4482,1,669
11657,4483,0,19
11658,4483,1,527
11659,4483,2,428
11660,4483,3,26
11661,4484,0,26
11662,4484,1,890
11663,4484,2,84
11664,4485,0,964
11665,4485,1,36
11666,4486,0,37
11667,4486,1,963
11668,4487,0,147
11669,4487,1,853
11670,4488,0,196
11671,4488,1,74
11672,4488,2,730
11673,4489,0,164
11674,4489,1,48
11675,4489,2,71
11676,4489,3,717
11677,4490,0,83
11678,4490,1,700
11679,4490,2,217
11680,4491,0,25
11681,4491,1,975
11682,4492,0,328
11683,4492,1,36
11684,4492,2,636
11685,4493,0,357
11686,4493,1,643
11687,4494,0,522
11688,4494,1,478
11689,4495,0,394
11690,4495,1,343
11691,4495,2,263
11692,4496,0,284
11693,4496,1,659
11694,4496,2,57
11695,4497,0,523
11696,4497,1,477
11697,4498,0,946
11698,4498,1,54
11699,4499,0,456
11700,4499,1,544
11701,4500,0,745
11702,4500,1,43
11703,4500,2,212
11704,4501,0,970
11705,4501,1,30
11706,4502,0,73
11707,4502,1,30
11708,4502,2,106
11709,4502,3,791
11710,4503,0,274
11711,4503,1,726
11712,4504,0,30
11713,4504,1,347
11714,4504,2,623
11715,4505,0,182
11716,4505,1,818
11717,4506,0,29
11718,4506,1,448
11719,4506,2,317
11720,4506,3,206
11721,4507,0,959
11722,4507,1,41
11723,4508,0,610
11724,4508,1,390
11725,4509,0,218
11726,4509,1,291
11727,4509,2,94
11728,4509,3,397
11729,4510,0,499
11730,4510,1,32
11731,4510,2,432
11732,4510,3,37
11733,4511,0,31
11734,4511,1,969
11735,4512,0,203
11736,4512,1,797
11737,4513,0,31
11738,4513,1,169
11739,4513,2,528
11740,4513,3,272
11741,4514,0,92
11742,4514,1,908
11743,4515,0,259
11744,4515,1,741
11745,4516,0,882
11746,4516,1,118
11747,4517,0,34
11748,4517,1,540
11749,4517,2,426
11750,4518,0,514
11751,4518,1,486
11752,4519,0,56
11753,4519,1,944
11754,4520,0,42
11755,4520,1,958
11756,4521,0,123
11757,4521,1,695
11758,4521,2,182
11759,4522,0,50
11760,4522,1,625
11761,4522,2,302
11762,4522,3,23
11763,4523,0,292
11764,4523,1,708
11765,4524,0,25
11766,4524,1,504
11767,4524,2,471
11768,4525,0,318
11769,4525,1,682
11770,4526,0,538
11771,4526,1,462
11772,4527,0,27
11773,4527,1,467
11774,4527,2,506
11775,4528,0,834
11776,4528,1,166
11777,4529,0,491
11778,4529,1,509
11779,4530,0,971
11780,4530,1,29
11781,4531,0,302
11782,4531,1,594
11783,4531,2,104
11784,4532,0,37
11785,4532,1,907
11786,4532,2,56
11787,4533,0,25
11788,4533,1,975
11789,4534,0,388
11790,4534,1,25
11791,4534,2,374
11792,4534,3,213
11793,4535,0,254
11794,4535,1,746
11795,4536,0,296
11796,4536,1,590
11797,4536,2,114
11798,4537,0,88
11799,4537,1,912
11800,4538,0,133
11801,4538,1,621
11802,4538,2,246
11803,4539,0,18
11804,4539,1,323
11805,4539,2,659
11806,4540,0,491
11807,4540,1,509
11808,4541,0,796
11809,4541,1,204
11810,4542,0,36
11811,4542,1,867
11812,4542,2,97
11813,4543,0,18
11814,4543,1,491
11815,4543,2,491
11816,4544,0,604
11817,4544,1,396
11818,4545,0,257
11819,4545,1,743
11820,4546,0,821
11821,4546,1,179
11822,4547,0,76
11823,4547,1,924
11824,4548,0,64
11825,4548,1,368
11826,4548,2,553
11827,4548,3,15
11828,4549,0,189
11829,4549,1,811
11830,4550,0,302
11831,4550,1,698
11832,4551,0,97
11833,4551,1,903
11834,4552,0,580
