,Cluster,Count,User
0,0,1,wcash268
1,0,1,KipSiller
2,0,1,SentientWig
3,0,1,umbnradio
4,0,1,ElisabethCTSU
5,0,1,jeandunn52
6,0,1,NochesPop
7,0,1,mjimenez79
8,0,1,LivChristianLiv
9,0,1,mrscarrollxo
10,0,1,SoulPhilosophy
11,0,1,AaronsMichaels
12,0,1,smarticus97
13,0,1,InterimGenius
14,0,1,johnbrougher
15,0,1,jliz05120521
16,0,1,edt49er
17,0,1,echo_rachel
18,0,1,DemSocialists
19,0,1,jhickswalsh11
20,0,1,BibleReloaded
21,0,1,golden__dawn
22,0,1,letsdiscussASAP
23,0,1,BarksdaleDessie
24,0,1,dawnkarima
25,0,1,Jumpkeys
26,0,1,chriskrokshow
27,0,1,Risen_Savior_JC
28,0,1,xanderlopez23
29,0,1,TechKnowTony
30,0,1,YoungHeartbreak
31,0,1,NarrendraM
32,0,1,BillyDenham1
33,0,1,Grassafras
34,0,1,PittAtheist
35,0,1,FatGirl_fashion
36,0,1,greenpeaceusa
37,0,1,Alwyschevy_Ang
38,0,1,amberleigh131
39,0,1,chooselovetoday
40,0,1,Oenotrian
41,0,1,Cokesfin42
42,0,1,SergioM41483801
43,0,1,AdrianIsMetal
44,0,1,BobbyNamdar
45,0,1,pixxistiks
46,0,1,InsanityPleeTTv
47,0,1,ejoresk
48,0,1,YomnaELGerzawy1
49,0,1,Mike_McManaman
50,0,1,3m3h3n
51,0,1,Livlonanprsper
52,0,1,Bip25
53,0,1,ConservativeZNJ
54,0,1,Twatter_ME_nuts
55,0,1,NickolasCurrent
56,0,1,TheRealEdreasa
57,0,1,admiralmpj
58,0,1,tkuz4u
59,0,1,SomethinNCommon
60,0,1,anony_morph
61,0,1,awithers123
62,0,1,backpackingsuit
63,0,1,PorEstoMx
64,0,1,MaryL1964
65,0,1,Sloopydrew
66,0,1,TalonWilliams
67,0,1,mrvotto
68,0,1,webrup
69,0,1,zZainZz
70,0,1,A_M_Perez
71,0,1,CarlosMaciasVa
72,0,1,juvi423
73,0,1,SheLovesTelly
74,0,1,Elky305
75,0,1,private_ryan123
76,0,1,mdankert1791
77,0,1,MarcusEkot
78,0,1,DeanBrandino
79,0,1,Misty_t
80,0,1,FoxNews
81,0,1,aleksweb
82,0,1,Feenman
83,0,1,faithchoyce
84,0,1,ProudlySayGujju
85,0,1,andreaking962
86,0,1,TheSamSlade
87,0,1,FlopIcon
88,0,1,PRCog
89,0,1,jonnporter8661
90,0,1,SharkSteak
91,0,1,betaburgers
92,0,1,Herrdog89
93,0,1,ymxplusb
94,0,1,PrashantJainNBT
95,0,1,hellomrdavis
96,0,1,juleslipoff
97,0,1,Nick_Ohlig
98,0,1,MReilly90
99,0,1,electionsticker
100,0,1,angryfishersmom
101,0,1,MomsThoughts
102,0,1,ThePerezHilton
103,0,1,masamoose
104,0,1,RealJizzJohnson
105,0,1,DaCoco13
106,0,1,mjording
107,0,1,SpiritOfHope_
108,0,1,dnddmo
109,0,1,NoSoyVikingo
110,0,1,WCHamilton
111,0,1,DanSlovakdijock
112,0,1,Ray_Tings
113,0,1,karenmsmith77
114,0,1,TheLizRusso
115,0,1,dgoodliff12
116,0,1,Nuk3dawg
117,0,1,Aguss_Mastra
118,0,1,MattLewandoski
119,0,1,ChangeIranNow
120,0,1,hatjr10
121,0,1,savagealert1602
122,0,1,Sammy316316
123,0,1,ArleneLWalker
124,0,1,LaureneUgalde
125,0,1,WeThePeopleFor
126,0,1,friedman_kevin
127,0,1,kevinglennon
128,0,1,KhayBeau
129,0,1,tuckercomedy
130,0,1,baratunde
131,0,1,Willers_Tom
132,0,1,forrestharvey82
133,0,1,michellefek
134,0,1,adriwall
135,0,1,SuperDook
136,0,1,EmmaLaPoune
137,0,1,reneetag
138,0,1,Laurenrene7
139,0,1,AdrianSais
140,0,1,FarrenRoper
141,0,1,XLadySaiyanX
142,0,1,HitDaBoogiez
143,0,1,KNALO7
144,0,1,xacaxulu
