,Clusters,RTs,Total_tweets,CumRT
1898,3,67,189900,116351
1899,6,67,190000,116418
1900,2,74,190100,116492
1901,8,69,190200,116561
1902,2,72,190300,116633
1903,3,66,190400,116699
1904,2,71,190500,116770
1905,2,69,190600,116839
1906,2,64,190700,116903
1907,2,72,190800,116975
1908,2,69,190900,117044
1909,2,70,191000,117114
1910,5,68,191100,117182
1911,2,60,191200,117242
1912,2,71,191300,117313
1913,4,70,191400,117383
1914,6,66,191500,117449
1915,2,66,191600,117515
1916,2,65,191700,117580
1917,2,66,191800,117646
1918,2,67,191900,117713
1919,2,60,192000,117773
1920,2,70,192100,117843
1921,2,66,192200,117909
1922,2,68,192300,117977
1923,5,66,192400,118043
1924,4,66,192500,118109
1925,2,75,192600,118184
1926,2,67,192700,118251
1927,2,67,192800,118318
1928,2,75,192900,118393
1929,2,68,193000,118461
1930,2,60,193100,118521
1931,2,60,193200,118581
1932,4,70,193300,118651
1933,2,65,193400,118716
1934,2,65,193500,118781
1935,3,60,193600,118841
1936,2,63,193700,118904
1937,2,68,193800,118972
1938,2,64,193900,119036
1939,2,71,194000,119107
1940,2,69,194100,119176
1941,2,69,194200,119245
1942,2,64,194300,119309
1943,2,60,194400,119369
1944,2,71,194500,119440
1945,2,70,194600,119510
1946,2,69,194700,119579
1947,2,73,194800,119652
1948,2,66,194900,119718
1949,2,76,195000,119794
1950,4,72,195100,119866
1951,2,66,195200,119932
1952,3,61,195300,119993
1953,2,65,195400,120058
1954,2,75,195500,120133
1955,3,64,195600,120197
1956,2,63,195700,120260
1957,2,69,195800,120329
1958,2,57,195900,120386
1959,3,74,196000,120460
1960,2,60,196100,120520
1961,2,66,196200,120586
1962,2,64,196300,120650
1963,2,66,196400,120716
1964,2,72,196500,120788
1965,2,68,196600,120856
1966,2,63,196700,120919
1967,2,72,196800,120991
1968,3,60,196900,121051
1969,2,67,197000,121118
1970,2,67,197100,121185
1971,2,67,197200,121252
1972,2,72,197300,121324
1973,2,69,197400,121393
1974,2,67,197500,121460
1975,2,66,197600,121526
1976,4,62,197700,121588
1977,2,53,197800,121641
1978,6,52,197900,121693
1979,4,76,198000,121769
1980,4,65,198100,121834
1981,2,59,198200,121893
1982,3,60,198300,121953
1983,2,66,198400,122019
1984,2,62,198500,122081
1985,2,69,198600,122150
1986,2,62,198700,122212
1987,2,62,198800,122274
1988,2,62,198900,122336
1989,2,66,199000,122402
1990,2,69,199100,122471
1991,2,66,199200,122537
1992,2,66,199300,122603
1993,2,59,199400,122662
1994,2,59,199500,122721
1995,2,53,199600,122774
1996,2,64,199700,122838
1997,2,56,199800,122894
1998,2,63,199900,122957
1999,2,57,200000,123014
2000,3,61,200100,123075
2001,2,60,200200,123135
2002,2,59,200300,123194
2003,2,67,200400,123261
2004,2,61,200500,123322
2005,2,64,200600,123386
2006,2,58,200700,123444
2007,2,65,200800,123509
2008,2,58,200900,123567
2009,2,66,201000,123633
2010,2,55,201100,123688
2011,2,61,201200,123749
2012,2,55,201300,123804
2013,2,55,201400,123859
2014,2,67,201500,123926
2015,2,57,201600,123983
2016,2,59,201700,124042
2017,2,67,201800,124109
2018,2,50,201900,124159
2019,2,50,202000,124209
2020,2,63,202100,124272
2021,2,51,202200,124323
2022,2,50,202300,124373
2023,6,53,202400,124426
2024,2,62,202500,124488
2025,2,50,202600,124538
2026,2,68,202700,124606
2027,2,62,202800,124668
2028,2,69,202900,124737
2029,2,57,203000,124794
2030,2,63,203100,124857
2031,2,51,203200,124908
2032,2,57,203300,124965
2033,2,60,203400,125025
2034,2,60,203500,125085
2035,2,54,203600,125139
2036,2,58,203700,125197
2037,5,70,203800,125267
2038,2,67,203900,125334
2039,5,62,204000,125396
2040,2,65,204100,125461
2041,5,66,204200,125527
2042,2,57,204300,125584
2043,3,58,204400,125642
2044,3,57,204500,125699
2045,5,66,204600,125765
2046,5,65,204700,125830
2047,2,52,204800,125882
2048,2,47,204900,125929
2049,2,60,205000,125989
2050,3,60,205100,126049
2051,2,62,205200,126111
2052,2,50,205300,126161
2053,2,72,205400,126233
2054,2,49,205500,126282
2055,2,55,205600,126337
2056,2,65,205700,126402
2057,3,60,205800,126462
2058,3,59,205900,126521
2059,5,49,206000,126570
2060,4,60,206100,126630
2061,3,51,206200,126681
2062,3,61,206300,126742
2063,2,55,206400,126797
2064,2,56,206500,126853
2065,2,52,206600,126905
2066,4,50,206700,126955
2067,4,45,206800,127000
2068,3,51,206900,127051
2069,2,53,207000,127104
2070,3,52,207100,127156
2071,2,44,207200,127200
2072,2,47,207300,127247
2073,8,45,207400,127292
2074,6,42,207500,127334
2075,2,52,207600,127386
2076,5,49,207700,127435
2077,6,40,207800,127475
2078,2,51,207900,127526
2079,4,49,208000,127575
2080,4,56,208100,127631
2081,5,47,208200,127678
2082,2,52,208300,127730
2083,3,58,208400,127788
2084,4,48,208500,127836
2085,5,51,208600,127887
2086,3,48,208700,127935
2087,2,50,208800,127985
2088,3,56,208900,128041
2089,3,49,209000,128090
2090,4,55,209100,128145
2091,2,55,209200,128200
2092,2,63,209300,128263
2093,5,56,209400,128319
2094,5,52,209500,128371
2095,6,57,209600,128428
2096,5,61,209700,128489
2097,4,60,209800,128549
2098,6,51,209900,128600
2099,5,56,210000,128656
2100,2,63,210100,128719
2101,4,62,210200,128781
2102,2,51,210300,128832
2103,5,56,210400,128888
2104,2,59,210500,128947
2105,2,55,210600,129002
2106,3,70,210700,129072
2107,5,68,210800,129140
2108,4,73,210900,129213
2109,2,70,211000,129283
2110,5,65,211100,129348
2111,3,55,211200,129403
2112,2,62,211300,129465
2113,2,72,211400,129537
2114,2,62,211500,129599
2115,2,61,211600,129660
2116,2,67,211700,129727
2117,2,69,211800,129796
2118,3,64,211900,129860
2119,3,72,212000,129932
2120,2,69,212100,130001
2121,2,64,212200,130065
2122,3,75,212300,130140
2123,4,54,212400,130194
2124,2,65,212500,130259
2125,2,60,212600,130319
2126,4,76,212700,130395
2127,2,77,212800,130472
2128,4,71,212900,130543
2129,3,67,213000,130610
2130,2,74,213100,130684
2131,2,76,213200,130760
2132,2,65,213300,130825
2133,2,69,213400,130894
2134,2,78,213500,130972
2135,2,84,213600,131056
2136,6,70,213700,131126
2137,2,64,213800,131190
2138,3,68,213900,131258
2139,3,67,214000,131325
2140,2,67,214100,131392
2141,2,73,214200,131465
2142,2,69,214300,131534
2143,2,74,214400,131608
2144,3,69,214500,131677
2145,2,65,214600,131742
2146,2,73,214700,131815
2147,2,65,214800,131880
2148,3,70,214900,131950
2149,2,61,215000,132011
2150,2,78,215100,132089
2151,4,69,215200,132158
2152,2,74,215300,132232
2153,2,71,215400,132303
2154,2,71,215500,132374
2155,2,67,215600,132441
2156,4,70,215700,132511
2157,2,67,215800,132578
2158,2,61,215900,132639
2159,2,74,216000,132713
2160,2,64,216100,132777
2161,2,65,216200,132842
2162,3,68,216300,132910
2163,5,74,216400,132984
2164,3,67,216500,133051
2165,2,65,216600,133116
2166,3,62,216700,133178
2167,2,68,216800,133246
2168,2,61,216900,133307
2169,2,57,217000,133364
2170,2,74,217100,133438
2171,2,77,217200,133515
2172,2,71,217300,133586
2173,2,67,217400,133653
2174,2,80,217500,133733
2175,2,60,217600,133793
2176,2,61,217700,133854
2177,2,67,217800,133921
2178,4,68,217900,133989
2179,2,64,218000,134053
2180,2,66,218100,134119
2181,2,73,218200,134192
2182,2,58,218300,134250
2183,5,68,218400,134318
2184,2,62,218500,134380
2185,2,69,218600,134449
2186,6,68,218700,134517
2187,2,70,218800,134587
2188,2,70,218900,134657
2189,2,67,219000,134724
2190,2,64,219100,134788
2191,2,64,219200,134852
2192,2,64,219300,134916
2193,2,71,219400,134987
2194,2,58,219500,135045
2195,2,67,219600,135112
2196,2,55,219700,135167
2197,2,78,219800,135245
2198,2,67,219900,135312
2199,2,63,220000,135375
2200,2,61,220100,135436
2201,2,59,220200,135495
2202,4,67,220300,135562
2203,2,71,220400,135633
2204,2,68,220500,135701
2205,8,68,220600,135769
2206,3,70,220700,135839
2207,2,70,220800,135909
2208,4,65,220900,135974
2209,3,67,221000,136041
2210,4,68,221100,136109
2211,2,71,221200,136180
2212,2,68,221300,136248
2213,2,71,221400,136319
2214,3,62,221500,136381
2215,2,68,221600,136449
2216,3,69,221700,136518
2217,2,59,221800,136577
2218,2,65,221900,136642
2219,2,58,222000,136700
2220,2,71,222100,136771
2221,4,68,222200,136839
2222,3,73,222300,136912
2223,2,68,222400,136980
2224,2,73,222500,137053
2225,2,74,222600,137127
2226,4,58,222700,137185
2227,2,72,222800,137257
2228,3,66,222900,137323
2229,2,75,223000,137398
2230,4,61,223100,137459
2231,3,66,223200,137525
2232,3,68,223300,137593
2233,2,74,223400,137667
2234,4,69,223500,137736
2235,2,69,223600,137805
2236,2,63,223700,137868
2237,2,66,223800,137934
2238,2,66,223900,138000
2239,2,67,224000,138067
2240,2,68,224100,138135
2241,3,67,224200,138202
2242,2,80,224300,138282
2243,2,67,224400,138349
2244,6,66,224500,138415
2245,4,62,224600,138477
2246,2,74,224700,138551
2247,2,72,224800,138623
2248,2,68,224900,138691
2249,3,68,225000,138759
2250,2,66,225100,138825
2251,2,69,225200,138894
2252,2,72,225300,138966
2253,2,69,225400,139035
2254,2,68,225500,139103
2255,5,66,225600,139169
2256,2,68,225700,139237
2257,2,68,225800,139305
2258,2,68,225900,139373
2259,2,69,226000,139442
2260,2,65,226100,139507
2261,4,65,226200,139572
2262,3,65,226300,139637
2263,2,64,226400,139701
2264,2,60,226500,139761
2265,2,67,226600,139828
2266,2,73,226700,139901
2267,2,71,226800,139972
2268,5,72,226900,140044
2269,2,64,227000,140108
2270,2,71,227100,140179
2271,2,57,227200,140236
2272,2,61,227300,140297
2273,2,69,227400,140366
2274,2,59,227500,140425
2275,2,68,227600,140493
2276,3,59,227700,140552
2277,2,66,227800,140618
2278,4,59,227900,140677
2279,2,60,228000,140737
2280,4,61,228100,140798
2281,3,65,228200,140863
2282,3,55,228300,140918
2283,2,61,228400,140979
2284,2,69,228500,141048
2285,2,70,228600,141118
2286,3,71,228700,141189
2287,2,56,228800,141245
2288,2,71,228900,141316
2289,2,62,229000,141378
2290,2,69,229100,141447
2291,2,62,229200,141509
2292,2,70,229300,141579
2293,6,61,229400,141640
2294,2,69,229500,141709
2295,5,69,229600,141778
2296,2,68,229700,141846
2297,2,79,229800,141925
2298,2,66,229900,141991
2299,2,67,230000,142058
2300,2,55,230100,142113
2301,2,75,230200,142188
2302,2,62,230300,142250
2303,3,77,230400,142327
2304,2,71,230500,142398
2305,3,63,230600,142461
2306,2,63,230700,142524
2307,2,71,230800,142595
2308,2,67,230900,142662
2309,2,66,231000,142728
2310,2,73,231100,142801
2311,2,66,231200,142867
2312,2,68,231300,142935
2313,5,64,231400,142999
2314,2,66,231500,143065
2315,4,68,231600,143133
2316,2,65,231700,143198
2317,2,71,231800,143269
2318,4,69,231900,143338
2319,2,73,232000,143411
2320,2,59,232100,143470
2321,2,67,232200,143537
2322,2,69,232300,143606
2323,2,67,232400,143673
2324,4,62,232500,143735
2325,4,62,232600,143797
2326,2,68,232700,143865
2327,2,72,232800,143937
2328,2,67,232900,144004
2329,2,68,233000,144072
2330,2,67,233100,144139
2331,2,71,233200,144210
2332,2,65,233300,144275
2333,2,59,233400,144334
2334,3,64,233500,144398
2335,5,71,233600,144469
2336,4,67,233700,144536
2337,2,70,233800,144606
2338,2,72,233900,144678
2339,2,64,234000,144742
2340,2,72,234100,144814
2341,3,65,234200,144879
2342,2,77,234300,144956
2343,3,66,234400,145022
2344,2,56,234500,145078
2345,4,66,234600,145144
2346,5,61,234700,145205
2347,3,66,234800,145271
2348,2,72,234900,145343
2349,4,69,235000,145412
2350,3,72,235100,145484
2351,2,66,235200,145550
2352,3,63,235300,145613
2353,2,62,235400,145675
2354,5,64,235500,145739
2355,7,66,235600,145805
2356,4,70,235700,145875
2357,3,76,235800,145951
2358,2,75,235900,146026
2359,2,65,236000,146091
2360,3,63,236100,146154
2361,6,69,236200,146223
2362,4,65,236300,146288
2363,5,72,236400,146360
2364,2,67,236500,146427
2365,2,71,236600,146498
2366,3,72,236700,146570
2367,2,70,236800,146640
2368,2,64,236900,146704
2369,2,59,237000,146763
2370,2,67,237100,146830
2371,2,66,237200,146896
2372,4,71,237300,146967
2373,3,62,237400,147029
2374,5,62,237500,147091
2375,2,56,237600,147147
2376,2,56,237700,147203
2377,2,55,237800,147258
2378,2,68,237900,147326
2379,2,66,238000,147392
2380,3,56,238100,147448
2381,2,51,238200,147499
2382,3,66,238300,147565
2383,2,70,238400,147635
2384,5,55,238500,147690
2385,2,59,238600,147749
2386,3,63,238700,147812
2387,3,59,238800,147871
2388,2,64,238900,147935
2389,4,59,239000,147994
2390,2,68,239100,148062
2391,2,56,239200,148118
2392,2,60,239300,148178
2393,2,62,239400,148240
2394,2,57,239500,148297
2395,2,52,239600,148349
2396,4,55,239700,148404
2397,3,56,239800,148460
2398,6,64,239900,148524
2399,2,61,240000,148585
2400,2,60,240100,148645
2401,5,57,240200,148702
2402,4,58,240300,148760
2403,2,46,240400,148806
2404,2,56,240500,148862
2405,2,57,240600,148919
2406,2,60,240700,148979
2407,2,55,240800,149034
2408,3,58,240900,149092
2409,4,56,241000,149148
2410,2,61,241100,149209
2411,5,49,241200,149258
2412,2,55,241300,149313
2413,4,53,241400,149366
2414,2,53,241500,149419
2415,5,52,241600,149471
2416,3,48,241700,149519
2417,2,59,241800,149578
2418,6,56,241900,149634
2419,2,49,242000,149683
2420,2,50,242100,149733
2421,7,54,242200,149787
2422,3,60,242300,149847
2423,6,51,242400,149898
2424,2,56,242500,149954
2425,2,50,242600,150004
2426,4,52,242700,150056
2427,4,55,242800,150111
2428,2,58,242900,150169
2429,2,52,243000,150221
2430,5,41,243100,150262
2431,2,51,243200,150313
2432,2,57,243300,150370
2433,2,62,243400,150432
2434,5,61,243500,150493
2435,4,52,243600,150545
2436,2,51,243700,150596
2437,3,48,243800,150644
2438,2,46,243900,150690
2439,2,61,244000,150751
2440,3,54,244100,150805
2441,2,59,244200,150864
2442,2,53,244300,150917
2443,2,55,244400,150972
2444,3,58,244500,151030
2445,5,59,244600,151089
2446,2,50,244700,151139
2447,5,66,244800,151205
2448,2,58,244900,151263
2449,2,59,245000,151322
2450,6,65,245100,151387
2451,2,53,245200,151440
2452,2,62,245300,151502
2453,2,64,245400,151566
2454,2,58,245500,151624
2455,2,58,245600,151682
2456,3,58,245700,151740
2457,6,57,245800,151797
2458,2,61,245900,151858
2459,2,50,246000,151908
2460,3,66,246100,151974
2461,2,66,246200,152040
2462,5,59,246300,152099
2463,3,60,246400,152159
2464,2,61,246500,152220
2465,2,65,246600,152285
2466,2,59,246700,152344
2467,2,69,246800,152413
2468,3,62,246900,152475
2469,2,63,247000,152538
2470,2,68,247100,152606
2471,2,60,247200,152666
2472,6,54,247300,152720
2473,2,63,247400,152783
2474,2,59,247500,152842
2475,2,62,247600,152904
2476,2,67,247700,152971
2477,2,71,247800,153042
2478,2,61,247900,153103
2479,2,68,248000,153171
2480,7,66,248100,153237
2481,2,70,248200,153307
2482,2,64,248300,153371
2483,2,66,248400,153437
2484,2,66,248500,153503
2485,2,66,248600,153569
2486,2,53,248700,153622
2487,2,61,248800,153683
2488,2,60,248900,153743
2489,2,58,249000,153801
2490,2,57,249100,153858
2491,2,58,249200,153916
2492,2,63,249300,153979
2493,2,55,249400,154034
2494,2,57,249500,154091
2495,2,58,249600,154149
2496,2,55,249700,154204
2497,2,66,249800,154270
2498,5,53,249900,154323
2499,2,63,250000,154386
2500,2,61,250100,154447
2501,2,63,250200,154510
2502,2,66,250300,154576
2503,2,63,250400,154639
2504,2,62,250500,154701
2505,2,65,250600,154766
2506,2,72,250700,154838
2507,2,67,250800,154905
2508,2,68,250900,154973
2509,2,68,251000,155041
2510,2,66,251100,155107
2511,2,70,251200,155177
2512,2,63,251300,155240
2513,2,59,251400,155299
2514,2,55,251500,155354
2515,2,72,251600,155426
2516,4,63,251700,155489
2517,2,66,251800,155555
2518,2,70,251900,155625
2519,2,63,252000,155688
2520,2,65,252100,155753
2521,2,62,252200,155815
2522,2,68,252300,155883
2523,2,66,252400,155949
2524,2,68,252500,156017
2525,2,65,252600,156082
2526,4,64,252700,156146
2527,2,62,252800,156208
2528,2,58,252900,156266
2529,3,62,253000,156328
2530,2,68,253100,156396
2531,2,62,253200,156458
2532,3,69,253300,156527
2533,2,54,253400,156581
2534,2,58,253500,156639
2535,4,66,253600,156705
2536,2,64,253700,156769
2537,5,70,253800,156839
2538,2,62,253900,156901
2539,4,66,254000,156967
2540,2,61,254100,157028
2541,2,67,254200,157095
2542,2,59,254300,157154
2543,3,65,254400,157219
2544,2,59,254500,157278
2545,2,71,254600,157349
2546,2,55,254700,157404
2547,2,64,254800,157468
2548,4,63,254900,157531
2549,3,58,255000,157589
2550,4,72,255100,157661
2551,2,68,255200,157729
2552,4,62,255300,157791
2553,2,54,255400,157845
2554,2,67,255500,157912
2555,2,63,255600,157975
2556,3,61,255700,158036
2557,2,58,255800,158094
2558,2,55,255900,158149
2559,2,60,256000,158209
2560,2,57,256100,158266
2561,5,61,256200,158327
2562,4,53,256300,158380
2563,2,57,256400,158437
2564,2,58,256500,158495
2565,2,58,256600,158553
2566,2,61,256700,158614
2567,2,64,256800,158678
2568,2,57,256900,158735
2569,2,69,257000,158804
2570,5,63,257100,158867
2571,2,55,257200,158922
2572,2,68,257300,158990
2573,3,69,257400,159059
2574,2,57,257500,159116
2575,2,66,257600,159182
2576,2,62,257700,159244
2577,2,67,257800,159311
2578,2,55,257900,159366
2579,2,61,258000,159427
2580,2,64,258100,159491
2581,2,69,258200,159560
2582,2,64,258300,159624
2583,2,62,258400,159686
2584,2,74,258500,159760
2585,5,73,258600,159833
2586,2,72,258700,159905
2587,2,72,258800,159977
2588,2,71,258900,160048
2589,2,77,259000,160125
2590,5,76,259100,160201
2591,2,70,259200,160271
2592,2,76,259300,160347
2593,2,70,259400,160417
2594,5,66,259500,160483
2595,2,72,259600,160555
2596,2,69,259700,160624
2597,2,70,259800,160694
2598,2,72,259900,160766
2599,2,72,260000,160838
2600,2,64,260100,160902
2601,3,70,260200,160972
2602,2,68,260300,161040
2603,2,72,260400,161112
2604,6,62,260500,161174
2605,2,67,260600,161241
2606,2,57,260700,161298
2607,2,72,260800,161370
2608,3,75,260900,161445
2609,5,71,261000,161516
2610,4,69,261100,161585
2611,2,71,261200,161656
2612,6,68,261300,161724
2613,2,66,261400,161790
2614,2,75,261500,161865
2615,2,75,261600,161940
2616,2,72,261700,162012
2617,2,73,261800,162085
2618,2,70,261900,162155
2619,2,73,262000,162228
2620,2,64,262100,162292
2621,2,71,262200,162363
2622,2,67,262300,162430
2623,2,71,262400,162501
2624,2,63,262500,162564
2625,2,63,262600,162627
2626,2,83,262700,162710
2627,5,73,262800,162783
2628,5,70,262900,162853
2629,2,60,263000,162913
2630,2,61,263100,162974
2631,2,66,263200,163040
2632,2,65,263300,163105
2633,2,71,263400,163176
2634,2,65,263500,163241
2635,2,71,263600,163312
2636,2,73,263700,163385
2637,2,67,263800,163452
2638,2,72,263900,163524
2639,2,75,264000,163599
2640,2,70,264100,163669
2641,2,68,264200,163737
2642,5,71,264300,163808
2643,3,62,264400,163870
2644,2,72,264500,163942
2645,2,72,264600,164014
2646,2,73,264700,164087
2647,2,73,264800,164160
2648,2,66,264900,164226
2649,2,73,265000,164299
2650,2,78,265100,164377
2651,3,73,265200,164450
2652,2,68,265300,164518
2653,2,77,265400,164595
2654,2,71,265500,164666
2655,2,68,265600,164734
2656,2,68,265700,164802
2657,2,77,265800,164879
2658,4,74,265900,164953
2659,2,68,266000,165021
2660,2,72,266100,165093
2661,2,74,266200,165167
2662,2,73,266300,165240
2663,3,73,266400,165313
2664,2,69,266500,165382
2665,2,60,266600,165442
2666,2,72,266700,165514
2667,2,68,266800,165582
2668,2,72,266900,165654
2669,2,67,267000,165721
2670,3,61,267100,165782
2671,2,70,267200,165852
2672,3,65,267300,165917
2673,2,78,267400,165995
2674,2,70,267500,166065
2675,2,76,267600,166141
2676,3,78,267700,166219
2677,2,67,267800,166286
2678,3,73,267900,166359
2679,2,75,268000,166434
2680,2,67,268100,166501
2681,2,69,268200,166570
2682,4,76,268300,166646
2683,3,71,268400,166717
2684,2,69,268500,166786
2685,2,74,268600,166860
2686,2,74,268700,166934
2687,2,75,268800,167009
2688,2,73,268900,167082
2689,2,68,269000,167150
2690,2,69,269100,167219
2691,2,71,269200,167290
2692,2,69,269300,167359
2693,2,67,269400,167426
2694,2,76,269500,167502
2695,2,74,269600,167576
2696,2,73,269700,167649
2697,2,68,269800,167717
2698,2,71,269900,167788
2699,2,70,270000,167858
2700,3,70,270100,167928
2701,2,65,270200,167993
2702,2,70,270300,168063
2703,2,78,270400,168141
2704,2,76,270500,168217
2705,2,73,270600,168290
2706,2,78,270700,168368
2707,2,71,270800,168439
2708,2,68,270900,168507
2709,2,65,271000,168572
2710,2,73,271100,168645
2711,2,74,271200,168719
2712,2,73,271300,168792
2713,2,77,271400,168869
2714,2,75,271500,168944
2715,3,72,271600,169016
2716,3,65,271700,169081
2717,2,72,271800,169153
2718,2,77,271900,169230
2719,2,84,272000,169314
2720,2,74,272100,169388
2721,2,69,272200,169457
2722,2,74,272300,169531
2723,2,81,272400,169612
2724,2,77,272500,169689
2725,2,72,272600,169761
2726,3,77,272700,169838
2727,2,70,272800,169908
2728,2,78,272900,169986
2729,2,70,273000,170056
2730,2,73,273100,170129
2731,2,74,273200,170203
2732,2,73,273300,170276
2733,2,76,273400,170352
2734,2,72,273500,170424
2735,2,72,273600,170496
2736,2,71,273700,170567
2737,2,77,273800,170644
2738,2,67,273900,170711
2739,2,78,274000,170789
2740,2,65,274100,170854
2741,2,70,274200,170924
2742,2,67,274300,170991
2743,2,71,274400,171062
2744,2,65,274500,171127
2745,2,66,274600,171193
2746,2,66,274700,171259
2747,2,71,274800,171330
2748,2,73,274900,171403
2749,3,73,275000,171476
2750,2,66,275100,171542
2751,2,68,275200,171610
2752,3,68,275300,171678
2753,2,67,275400,171745
2754,3,71,275500,171816
2755,2,70,275600,171886
2756,3,77,275700,171963
2757,2,72,275800,172035
2758,2,75,275900,172110
2759,2,78,276000,172188
2760,2,63,276100,172251
2761,3,65,276200,172316
2762,2,80,276300,172396
2763,2,72,276400,172468
2764,2,67,276500,172535
2765,2,69,276600,172604
2766,2,68,276700,172672
2767,2,67,276800,172739
2768,3,75,276900,172814
2769,2,70,277000,172884
2770,2,73,277100,172957
2771,2,75,277200,173032
2772,2,70,277300,173102
2773,3,68,277400,173170
2774,2,69,277500,173239
2775,2,75,277600,173314
2776,3,69,277700,173383
2777,2,73,277800,173456
2778,2,70,277900,173526
2779,4,71,278000,173597
2780,2,73,278100,173670
2781,3,69,278200,173739
2782,2,65,278300,173804
2783,2,78,278400,173882
2784,2,69,278500,173951
2785,2,72,278600,174023
2786,2,71,278700,174094
2787,2,72,278800,174166
2788,3,69,278900,174235
2789,2,70,279000,174305
2790,2,71,279100,174376
2791,2,72,279200,174448
2792,2,65,279300,174513
2793,2,74,279400,174587
2794,2,66,279500,174653
2795,2,71,279600,174724
2796,3,62,279700,174786
2797,2,68,279800,174854
2798,2,65,279900,174919
2799,2,69,280000,174988
2800,2,74,280100,175062
2801,2,79,280200,175141
2802,2,72,280300,175213
2803,2,60,280400,175273
2804,3,68,280500,175341
2805,2,68,280600,175409
2806,2,70,280700,175479
2807,2,64,280800,175543
2808,2,75,280900,175618
2809,3,67,281000,175685
2810,2,70,281100,175755
2811,2,63,281200,175818
2812,2,74,281300,175892
2813,3,72,281400,175964
2814,2,70,281500,176034
2815,2,75,281600,176109
2816,2,67,281700,176176
2817,2,69,281800,176245
2818,2,74,281900,176319
2819,3,67,282000,176386
2820,2,69,282100,176455
2821,2,66,282200,176521
2822,2,73,282300,176594
2823,2,68,282400,176662
2824,2,67,282500,176729
2825,2,67,282600,176796
2826,2,64,282700,176860
2827,3,72,282800,176932
2828,2,70,282900,177002
2829,2,64,283000,177066
2830,2,72,283100,177138
2831,3,66,283200,177204
2832,2,67,283300,177271
2833,2,75,283400,177346
2834,3,65,283500,177411
2835,2,76,283600,177487
2836,2,72,283700,177559
2837,2,67,283800,177626
2838,2,66,283900,177692
2839,3,72,284000,177764
2840,2,60,284100,177824
2841,2,67,284200,177891
2842,2,75,284300,177966
2843,2,70,284400,178036
2844,2,67,284500,178103
2845,2,63,284600,178166
2846,2,70,284700,178236
2847,2,72,284800,178308
2848,2,73,284900,178381
2849,2,72,285000,178453
2850,2,77,285100,178530
2851,2,71,285200,178601
2852,2,74,285300,178675
2853,2,75,285400,178750
2854,2,67,285500,178817
2855,2,73,285600,178890
2856,2,75,285700,178965
2857,2,82,285800,179047
2858,2,73,285900,179120
2859,2,70,286000,179190
2860,2,73,286100,179263
2861,2,64,286200,179327
2862,2,75,286300,179402
2863,2,75,286400,179477
2864,2,66,286500,179543
2865,2,71,286600,179614
2866,2,63,286700,179677
2867,2,78,286800,179755
2868,2,78,286900,179833
2869,2,65,287000,179898
2870,2,75,287100,179973
2871,2,66,287200,180039
2872,2,71,287300,180110
2873,2,71,287400,180181
2874,2,71,287500,180252
2875,2,72,287600,180324
2876,2,63,287700,180387
2877,2,82,287800,180469
2878,3,68,287900,180537
2879,2,74,288000,180611
2880,2,67,288100,180678
2881,2,74,288200,180752
2882,2,68,288300,180820
2883,3,62,288400,180882
2884,2,67,288500,180949
2885,2,67,288600,181016
2886,2,66,288700,181082
2887,2,67,288800,181149
2888,3,72,288900,181221
2889,2,59,289000,181280
2890,2,68,289100,181348
2891,2,68,289200,181416
2892,2,74,289300,181490
2893,3,70,289400,181560
2894,2,67,289500,181627
2895,2,68,289600,181695
2896,2,70,289700,181765
2897,2,72,289800,181837
2898,2,72,289900,181909
2899,2,66,290000,181975
2900,2,71,290100,182046
2901,2,66,290200,182112
2902,2,69,290300,182181
2903,2,66,290400,182247
2904,2,77,290500,182324
2905,2,71,290600,182395
2906,2,62,290700,182457
2907,2,73,290800,182530
2908,2,76,290900,182606
2909,3,68,291000,182674
2910,2,77,291100,182751
2911,3,66,291200,182817
2912,2,67,291300,182884
2913,3,71,291400,182955
2914,2,67,291500,183022
2915,2,80,291600,183102
2916,2,68,291700,183170
2917,2,70,291800,183240
2918,3,70,291900,183310
2919,3,67,292000,183377
2920,2,71,292100,183448
2921,2,71,292200,183519
2922,2,62,292300,183581
2923,2,71,292400,183652
2924,2,67,292500,183719
2925,2,66,292600,183785
2926,2,74,292700,183859
2927,2,71,292800,183930
2928,2,68,292900,183998
2929,2,66,293000,184064
2930,2,74,293100,184138
2931,2,69,293200,184207
2932,2,68,293300,184275
2933,2,73,293400,184348
2934,2,69,293500,184417
2935,2,66,293600,184483
2936,2,71,293700,184554
2937,2,68,293800,184622
2938,3,67,293900,184689
2939,2,71,294000,184760
2940,2,71,294100,184831
2941,2,74,294200,184905
2942,2,74,294300,184979
2943,2,70,294400,185049
2944,2,72,294500,185121
2945,2,73,294600,185194
2946,2,72,294700,185266
2947,2,69,294800,185335
2948,2,69,294900,185404
2949,2,66,295000,185470
2950,2,76,295100,185546
2951,2,64,295200,185610
2952,3,67,295300,185677
2953,3,76,295400,185753
2954,2,65,295500,185818
2955,2,60,295600,185878
2956,2,73,295700,185951
2957,2,74,295800,186025
2958,2,75,295900,186100
2959,2,68,296000,186168
2960,2,76,296100,186244
2961,2,72,296200,186316
2962,2,70,296300,186386
2963,2,71,296400,186457
2964,2,66,296500,186523
2965,2,68,296600,186591
2966,3,76,296700,186667
2967,2,64,296800,186731
2968,3,76,296900,186807
2969,2,71,297000,186878
2970,2,66,297100,186944
2971,2,66,297200,187010
2972,2,74,297300,187084
