,Cluster,Count,User
0,0,1,Darren32895836
1,0,1,ThisSling
2,0,1,mermistia
3,0,1,DrewyKing
4,0,1,BostieTweets
5,0,1,kchamomile
6,0,1,tonygoldmark
7,0,1,RepublicofTrump
8,0,1,TrendTopicsUSA
9,0,1,KawlunDram
10,0,1,FashyTay
11,0,1,Defiler_Wyrm
12,0,1,AZhummerH2
13,0,1,Casual_Rick
14,0,1,april_gable
15,0,1,SpringCurls
16,0,1,VonSpeedy
17,0,1,frontensembIe
18,0,1,alexthesilva
19,0,1,DaPerkyPoet
20,0,1,EndPCSociety
21,0,1,Create_Opinions
22,0,2,ZakKondratenko
23,0,1,JoshWendland1
24,0,1,LibsWantMeDead
25,0,1,blackbear93
26,0,1,JetSettingJ
27,0,2,thecalebchin
28,0,1,redcricketblog
29,0,1,TipUSNavy
30,0,1,Markos_Anderson
31,0,1,JoeUnfiltered
32,0,1,cqbrui
33,0,1,Mikeformovies
34,0,1,micahsgrrl
35,0,1,shadowwraiths
36,0,1,liberty4meplz
37,0,1,FatManSupreme63
38,0,1,flossclarke
39,0,1,TheHashtagGame
40,0,1,Flipidy
41,0,1,ffootballfan123
42,0,1,RobShelburne
43,0,1,Patrick_Wool95
44,0,1,RachMayo4
45,0,1,khara_withanh
46,1,1,wellflow1
47,1,1,GabeInnecco
48,1,1,NattieCar
49,1,1,Favstar_Bot
50,1,1,Raymon424
51,1,1,CurlyMishap
52,1,1,T56Ze
53,1,1,TheEvverymann
54,1,1,KarmaWolff
55,1,1,alyrog
56,1,1,A2ZPlus1
57,1,1,TrendTopicsLa
58,1,2,TheWilliamHaven
59,1,1,LibsWantMeDead
60,1,1,shivashaktam
61,1,1,DomesticLiberty
62,1,1,BEWHallend
63,1,1,NCguera
64,1,1,GlenninVirginia
65,1,1,USA1stAlways
66,1,1,Allayjah
67,1,1,Arkansans4Hill
68,1,2,UrbanLeather01
69,1,1,BostieTweets
70,1,1,nomerywuwoh
71,1,1,cocosbentmind
72,1,1,WillieBangg
73,1,1,CarlLately
74,1,1,MIC_Partners
75,1,1,ArleneDMoss
76,1,1,RebeccaGriffin1
77,1,1,idhstg
78,1,1,tanyewest21
79,1,1,LexAlexander
80,1,1,Cloudbeginner
81,1,1,bankatronic1
82,1,1,umreese
83,1,1,GaltsGultch
